"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98503,"$50,000 under $75,000",3420,1500,1320,500,6730,1060,290,0,120,860,60
98503,"$75,000 under $100,000",2320,670,1460,160,5270,830,250,0,90,670,60
98503,"$100,000 under $200,000",2690,390,2200,90,6720,1060,340,0,110,860,170
98503,"$200,000 or more",350,60,290,0,820,170,60,0,0,130,90
,,,,,,,,,,,,
98506,,9740,5160,3530,860,16850,3030,1360,40,280,2020,560
98506,"$1 under $25,000",2580,2090,220,230,2920,570,350,0,60,170,40
98506,"$25,000 under $50,000",2260,1550,370,290,3310,550,250,0,70,420,80
98506,"$50,000 under $75,000",1560,840,480,190,2640,550,180,0,40,430,70
98506,"$75,000 under $100,000",1090,380,610,80,2250,450,150,40,40,350,50
98506,"$100,000 under $200,000",1760,250,1430,70,4390,700,320,0,70,530,160
98506,"$200,000 or more",490,50,420,0,1340,210,110,0,0,120,160
,,,,,,,,,,,,
98512,,14780,7170,5930,1410,27070,4110,1820,90,480,2730,710
98512,"$1 under $25,000",3580,2800,350,360,4130,770,380,20,80,220,60
98512,"$25,000 under $50,000",3470,2190,690,500,5470,750,320,0,130,600,60
98512,"$50,000 under $75,000",2430,1240,830,300,4390,730,230,30,80,550,80
98512,"$75,000 under $100,000",1860,570,1130,140,4060,670,280,0,70,530,90
98512,"$100,000 under $200,000",2810,300,2390,110,7340,960,460,40,120,690,210
98512,"$200,000 or more",630,70,540,0,1680,230,150,0,0,140,210
,,,,,,,,,,,,
98513,,17080,7460,7470,1820,33420,4490,1850,40,500,3140,500
98513,"$1 under $25,000",3890,3000,420,400,4580,820,380,0,70,240,30
98513,"$25,000 under $50,000",4140,2290,1030,670,7270,830,330,0,110,690,40
98513,"$50,000 under $75,000",3090,1250,1360,410,6500,820,310,0,100,670,60
98513,"$75,000 under $100,000",2220,530,1450,210,5340,710,260,40,80,580,70
98513,"$100,000 under $200,000",3150,330,2690,130,8210,1080,450,0,140,820,170
98513,"$200,000 or more",590,60,520,0,1520,230,120,0,0,140,130
,,,,,,,,,,,,
98516,,13910,5680,6660,1200,27740,4170,1660,30,380,3050,640
98516,"$1 under $25,000",2970,2180,410,300,3650,680,350,0,70,210,40
98516,"$25,000 under $50,000",3200,1690,910,450,5720,680,270,0,90,550,40
98516,"$50,000 under $75,000",2340,970,1050,250,4830,690,250,0,70,570,60
98516,"$75,000 under $100,000",1630,410,1060,120,3830,590,200,0,50,510,60
98516,"$100,000 under $200,000",2970,350,2520,80,7670,1170,420,30,100,950,220
98516,"$200,000 or more",800,80,710,0,2040,360,170,0,0,260,220
,,,,,,,,,,,,
98520,,9250,4480,3150,1490,17770,2490,1000,40,500,1590,380
98520,"$1 under $25,000",3310,2260,430,570,4920,730,340,20,120,200,40
98520,"$25,000 under $50,000",2590,1340,570,620,4940,550,200,0,140,440,40
98520,"$50,000 under $75,000",1330,520,610,190,2890,400,130,0,90,330,50
98520,"$75,000 under $100,000",850,200,560,80,2060,300,130,20,70,240,50
98520,"$100,000 under $200,000",930,120,780,30,2350,390,140,0,80,300,100
98520,"$200,000 or more",240,40,200,0,610,120,60,0,0,80,100
,,,,,,,,,,,,
98524,,2020,830,1010,130,3810,900,260,0,60,650,100
98524,"$1 under $25,000",440,330,70,30,520,150,60,0,0,40,0
98524,"$25,000 under $50,000",370,220,100,40,580,180,30,0,0,150,0
98524,"$50,000 under $75,000",340,130,160,40,690,160,50,0,40,130,50
98524,"$75,000 under $100,000",320,90,210,20,680,150,40,0,0,130,0
98524,"$100,000 under $200,000",470,60,400,0,1160,220,80,0,20,170,50
98524,"$200,000 or more",80,0,70,0,180,40,0,0,0,30,0
,,,,,,,,,,,,
98526,,120,60,40,30,250,40,0,0,0,20,0
98526,"$1 under $25,000",50,30,20,30,90,0,0,0,0,20,0
98526,"$25,000 under $50,000",40,30,0,0,90,40,0,0,0,0,0
98526,"$50,000 under $75,000",30,0,20,0,70,0,0,0,0,0,0
98526,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98526,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98526,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98528,,5430,2480,2340,520,10330,1720,670,20,220,1120,240
98528,"$1 under $25,000",1490,1080,210,180,2130,380,230,0,40,110,0
98528,"$25,000 under $50,000",1230,710,310,180,2100,370,110,20,60,290,40
98528,"$50,000 under $75,000",980,420,450,90,1940,340,80,0,40,250,30
98528,"$75,000 under $100,000",640,170,430,40,1460,220,70,0,30,170,30
98528,"$100,000 under $200,000",920,80,800,30,2300,330,140,0,50,240,70
98528,"$200,000 or more",170,20,140,0,400,80,40,0,0,60,70
,,,,,,,,,,,,
98531,,11810,5730,3910,2020,22700,3080,1090,80,510,1990,420
98531,"$1 under $25,000",3960,2730,440,740,5610,860,350,20,120,250,50
98531,"$25,000 under $50,000",3630,1860,790,900,6970,770,250,0,160,600,60
98531,"$50,000 under $75,000",1890,730,880,260,4240,530,160,30,100,430,60
98531,"$75,000 under $100,000",1080,250,740,80,2670,390,120,0,70,320,60
98531,"$100,000 under $200,000",1070,140,900,40,2750,430,170,30,60,320,120
98531,"$200,000 or more",180,20,160,0,460,100,40,0,0,70,70
,,,,,,,,,,,,
98532,,11130,4910,4790,1330,22110,3160,1370,260,520,2120,630
98532,"$1 under $25,000",3070,2250,410,380,3810,760,360,20,80,210,60
98532,"$25,000 under $50,000",2760,1470,690,560,5010,680,240,30,120,560,60
98532,"$50,000 under $75,000",1780,700,830,230,3850,550,200,40,120,440,70
98532,"$75,000 under $100,000",1310,270,940,90,3340,430,190,60,80,360,70
98532,"$100,000 under $200,000",1850,180,1610,70,5150,600,290,80,120,440,210
98532,"$200,000 or more",360,40,310,0,950,140,90,30,0,110,160
,,,,,,,,,,,,
98533,,250,80,130,20,530,100,30,0,0,70,0
98533,"$1 under $25,000",80,40,20,20,130,40,30,0,0,0,0
98533,"$25,000 under $50,000",60,20,20,0,110,30,0,0,0,40,0
98533,"$50,000 under $75,000",40,20,30,0,100,0,0,0,0,0,0
98533,"$75,000 under $100,000",30,0,30,0,80,30,0,0,0,30,0
98533,"$100,000 under $200,000",40,0,30,0,110,0,0,0,0,0,0
98533,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98535,,250,130,90,30,450,110,0,0,0,70,0
98535,"$1 under $25,000",100,70,0,30,140,30,0,0,0,0,0
98535,"$25,000 under $50,000",80,30,60,0,150,40,0,0,0,40,0
98535,"$50,000 under $75,000",30,30,0,0,70,20,0,0,0,30,0
98535,"$75,000 under $100,000",20,0,30,0,50,20,0,0,0,0,0
98535,"$100,000 under $200,000",20,0,0,0,40,0,0,0,0,0,0
98535,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98537,,1070,500,440,120,2050,360,110,0,50,240,40
98537,"$1 under $25,000",310,230,50,30,400,90,50,0,0,30,0
98537,"$25,000 under $50,000",270,150,70,50,460,90,0,0,30,70,0
98537,"$50,000 under $75,000",200,80,90,40,420,70,30,0,0,50,0
98537,"$75,000 under $100,000",130,40,90,0,330,60,30,0,20,50,40
98537,"$100,000 under $200,000",160,0,140,0,440,50,0,0,0,40,0
98537,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98538,,190,70,90,0,390,70,0,30,0,50,0
98538,"$1 under $25,000",50,30,0,0,60,0,0,0,0,20,0
98538,"$25,000 under $50,000",50,20,40,0,100,40,0,30,0,0,0
98538,"$50,000 under $75,000",30,20,0,0,70,0,0,0,0,30,0
98538,"$75,000 under $100,000",30,0,20,0,70,30,0,0,0,0,0
98538,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0,0
98538,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98541,,4530,1990,1840,650,8970,1220,430,60,280,790,160
98541,"$1 under $25,000",1340,890,200,230,1950,360,130,0,60,100,30
98541,"$25,000 under $50,000",1170,620,300,230,2190,240,80,30,50,190,0
98541,"$50,000 under $75,000",780,310,340,120,1620,240,60,0,60,200,20
98541,"$75,000 under $100,000",500,100,360,40,1250,150,50,0,60,130,20
98541,"$100,000 under $200,000",660,70,570,30,1760,200,110,30,50,150,60
98541,"$200,000 or more",80,0,70,0,200,30,0,0,0,20,30
,,,,,,,,,,,,
98542,,280,120,120,40,560,90,0,20,20,60,0
98542,"$1 under $25,000",90,60,0,0,140,20,0,20,20,0,0
98542,"$25,000 under $50,000",70,30,40,40,140,50,0,0,0,30,0
98542,"$50,000 under $75,000",50,30,30,0,110,0,0,0,0,30,0
98542,"$75,000 under $100,000",30,0,20,0,80,20,0,0,0,0,0
98542,"$100,000 under $200,000",40,0,30,0,90,0,0,0,0,0,0
98542,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98546,,1400,600,690,110,2540,640,140,0,60,460,80
98546,"$1 under $25,000",320,220,60,30,430,120,40,0,0,40,0
98546,"$25,000 under $50,000",300,170,90,40,500,120,20,0,40,100,0
98546,"$50,000 under $75,000",250,110,120,40,460,120,40,0,0,100,40
98546,"$75,000 under $100,000",170,50,110,0,340,70,0,0,20,60,0
98546,"$100,000 under $200,000",270,50,230,0,620,150,40,0,0,120,0
98546,"$200,000 or more",90,0,80,0,190,60,0,0,0,40,40
,,,,,,,,,,,,
98547,,600,320,230,50,1000,300,90,40,30,190,40
98547,"$1 under $25,000",240,170,50,50,320,110,40,0,30,20,0
98547,"$25,000 under $50,000",150,70,60,0,270,60,30,40,0,50,0
98547,"$50,000 under $75,000",80,40,40,0,140,50,0,0,0,50,0
98547,"$75,000 under $100,000",60,20,30,0,110,30,20,0,0,30,40
98547,"$100,000 under $200,000",70,20,50,0,160,50,0,0,0,40,0
98547,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98548,,1130,490,530,90,1910,610,140,0,30,410,40
98548,"$1 under $25,000",360,210,100,40,510,180,50,0,0,60,0
98548,"$25,000 under $50,000",290,160,90,50,470,130,30,0,30,110,0
98548,"$50,000 under $75,000",180,70,90,0,320,100,30,0,0,90,0
98548,"$75,000 under $100,000",130,50,100,0,260,90,0,0,0,70,40
98548,"$100,000 under $200,000",140,0,120,0,290,110,30,0,0,80,0
98548,"$200,000 or more",30,0,30,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
98550,,4600,2290,1520,730,8680,1280,420,30,270,730,120
98550,"$1 under $25,000",1700,1180,250,250,2470,440,150,30,70,110,0
98550,"$25,000 under $50,000",1350,710,280,330,2540,290,90,0,80,210,30
98550,"$50,000 under $75,000",690,270,300,110,1460,220,70,0,50,160,40
98550,"$75,000 under $100,000",380,80,280,40,950,140,40,0,30,110,0
98550,"$100,000 under $200,000",420,50,360,0,1110,160,70,0,40,120,30
98550,"$200,000 or more",60,0,50,0,150,30,0,0,0,20,20
,,,,,,,,,,,,
98552,,140,60,50,20,280,30,0,0,0,0,0
98552,"$1 under $25,000",50,20,30,20,80,0,0,0,0,0,0
98552,"$25,000 under $50,000",50,40,0,0,110,30,0,0,0,0,0
98552,"$50,000 under $75,000",40,0,20,0,90,0,0,0,0,0,0
98552,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98552,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98552,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98555,,300,130,150,0,480,190,30,0,0,120,0
98555,"$1 under $25,000",90,50,50,0,130,60,30,0,0,0,0
98555,"$25,000 under $50,000",60,40,0,0,80,30,0,0,0,40,0
98555,"$50,000 under $75,000",50,20,30,0,90,40,0,0,0,50,0
98555,"$75,000 under $100,000",40,20,20,0,60,20,0,0,0,0,0
98555,"$100,000 under $200,000",60,0,50,0,120,40,0,0,0,30,0
98555,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98557,,1680,770,730,150,3240,500,160,0,90,330,40
98557,"$1 under $25,000",410,300,60,40,530,150,30,0,0,60,0
98557,"$25,000 under $50,000",420,250,120,50,700,110,30,0,30,90,0
98557,"$50,000 under $75,000",310,140,130,30,610,80,30,0,40,60,0
98557,"$75,000 under $100,000",220,50,150,30,540,70,20,0,0,60,0
98557,"$100,000 under $200,000",290,30,250,0,800,90,50,0,20,60,40
98557,"$200,000 or more",30,0,20,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
98560,,150,70,70,0,270,60,0,0,0,30,0
98560,"$1 under $25,000",60,40,0,0,80,30,0,0,0,0,0
98560,"$25,000 under $50,000",30,30,40,0,50,0,0,0,0,0,0
98560,"$50,000 under $75,000",30,0,0,0,60,30,0,0,0,30,0
98560,"$75,000 under $100,000",30,0,30,0,80,0,0,0,0,0,0
98560,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98560,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98563,,3860,1690,1700,420,7450,1250,450,70,230,900,190
98563,"$1 under $25,000",990,700,160,110,1260,270,110,0,40,100,0
98563,"$25,000 under $50,000",920,520,240,140,1560,310,80,40,50,260,30
98563,"$50,000 under $75,000",670,280,270,100,1310,230,60,0,60,190,20
98563,"$75,000 under $100,000",450,110,310,40,1040,170,50,0,30,140,30
98563,"$100,000 under $200,000",690,80,600,30,1890,220,110,30,50,170,60
98563,"$200,000 or more",140,0,120,0,390,50,40,0,0,40,50
,,,,,,,,,,,,
98564,,1140,490,500,160,2230,410,120,40,70,280,60
98564,"$1 under $25,000",330,220,60,50,460,110,30,20,0,40,0
98564,"$25,000 under $50,000",300,140,90,70,580,100,20,0,50,80,30
98564,"$50,000 under $75,000",210,80,110,40,480,70,40,0,0,60,0
98564,"$75,000 under $100,000",130,30,90,0,300,50,0,0,20,40,0
98564,"$100,000 under $200,000",140,20,120,0,330,80,30,20,0,60,30
98564,"$200,000 or more",30,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98568,,1240,620,430,190,2330,330,120,50,60,200,0
98568,"$1 under $25,000",420,290,60,60,590,110,30,20,20,30,0
98568,"$25,000 under $50,000",320,170,70,80,590,70,30,0,0,60,0
98568,"$50,000 under $75,000",230,110,90,50,470,60,30,0,40,40,0
98568,"$75,000 under $100,000",110,30,70,0,250,40,0,30,0,30,0
98568,"$100,000 under $200,000",160,20,140,0,430,50,30,0,0,40,0
98568,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98569,,3770,1710,1710,300,6310,2020,450,0,130,1400,140
98569,"$1 under $25,000",1270,830,310,110,1710,610,140,0,40,190,40
98569,"$25,000 under $50,000",960,500,320,130,1600,450,110,0,30,380,0
98569,"$50,000 under $75,000",560,200,310,30,1030,340,60,0,40,300,30
98569,"$75,000 under $100,000",390,90,280,30,750,250,50,0,0,220,0
98569,"$100,000 under $200,000",490,90,400,0,1000,320,90,0,20,280,40
98569,"$200,000 or more",100,0,90,0,220,50,0,0,0,30,30
,,,,,,,,,,,,
98570,,1840,710,910,190,3860,600,190,100,110,370,70
98570,"$1 under $25,000",540,350,110,70,780,170,60,0,0,50,0
98570,"$25,000 under $50,000",420,200,150,70,840,130,30,30,40,100,0
98570,"$50,000 under $75,000",320,90,190,30,770,110,30,30,20,90,30
98570,"$75,000 under $100,000",240,40,180,20,610,80,30,0,20,60,0
98570,"$100,000 under $200,000",270,30,240,0,750,90,40,40,30,70,40
98570,"$200,000 or more",50,0,40,0,110,20,0,0,0,0,0
,,,,,,,,,,,,
98572,,410,180,170,60,800,120,30,0,30,80,0
98572,"$1 under $25,000",140,90,30,0,200,50,0,0,0,0,0
98572,"$25,000 under $50,000",120,60,40,60,220,30,30,0,30,40,0
98572,"$50,000 under $75,000",70,30,30,0,150,20,0,0,0,20,0
98572,"$75,000 under $100,000",40,0,30,0,100,20,0,0,0,20,0
98572,"$100,000 under $200,000",40,0,40,0,130,0,0,0,0,0,0
98572,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98576,,2710,1230,1130,300,5280,730,320,50,140,450,110
98576,"$1 under $25,000",710,500,100,100,960,200,100,0,30,50,30
98576,"$25,000 under $50,000",670,400,150,110,1170,160,50,0,20,130,0
98576,"$50,000 under $75,000",490,200,230,60,1020,130,50,50,40,100,30
98576,"$75,000 under $100,000",340,70,240,30,860,90,50,0,20,70,0
98576,"$100,000 under $200,000",440,60,370,0,1140,150,70,0,30,100,50
98576,"$200,000 or more",60,0,40,0,130,0,0,0,0,0,0
,,,,,,,,,,,,
98577,,2680,1170,1110,350,5270,830,300,190,140,520,110
98577,"$1 under $25,000",910,660,120,110,1160,250,90,30,40,50,0
98577,"$25,000 under $50,000",670,290,210,140,1340,200,50,30,50,160,30
98577,"$50,000 under $75,000",450,140,220,70,1010,150,60,30,0,120,30
98577,"$75,000 under $100,000",250,50,190,30,630,90,30,30,30,80,0
98577,"$100,000 under $200,000",360,30,330,0,1010,140,70,70,20,110,30
98577,"$200,000 or more",40,0,40,0,120,0,0,0,0,0,20
,,,,,,,,,,,,
98579,,6300,2780,2700,720,12300,1650,660,100,320,1110,260
98579,"$1 under $25,000",1650,1190,250,190,2090,400,150,30,50,130,30
98579,"$25,000 under $50,000",1620,870,400,310,2950,370,130,0,70,300,40
98579,"$50,000 under $75,000",1110,440,510,130,2310,310,130,30,60,250,30
98579,"$75,000 under $100,000",750,160,530,50,1810,240,90,0,60,200,40
98579,"$100,000 under $200,000",1040,120,900,40,2830,280,140,40,80,200,70
98579,"$200,000 or more",130,0,110,0,310,50,20,0,0,30,50
,,,,,,,,,,,,
98580,,4880,2030,2240,550,10060,1140,520,90,250,770,170
98580,"$1 under $25,000",1160,820,160,170,1570,240,150,20,0,80,30
98580,"$25,000 under $50,000",1080,620,250,190,1890,210,80,0,60,190,0
98580,"$50,000 under $75,000",820,340,360,100,1780,210,80,30,60,160,30
98580,"$75,000 under $100,000",660,140,450,60,1690,170,70,0,50,120,0
98580,"$100,000 under $200,000",990,110,860,30,2690,250,100,40,80,190,60
98580,"$200,000 or more",170,0,160,0,440,60,40,0,0,30,50
,,,,,,,,,,,,
98581,,170,70,100,0,280,140,0,0,0,100,0
98581,"$1 under $25,000",70,40,30,0,90,60,0,0,0,0,0
98581,"$25,000 under $50,000",50,30,30,0,90,40,0,0,0,60,0
98581,"$50,000 under $75,000",30,0,40,0,50,20,0,0,0,40,0
98581,"$75,000 under $100,000",20,0,0,0,50,20,0,0,0,0,0
98581,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98581,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98582,,350,150,180,30,700,140,30,0,0,100,0
98582,"$1 under $25,000",90,60,20,0,120,40,0,0,0,0,0
98582,"$25,000 under $50,000",70,40,30,30,140,30,30,0,0,40,0
98582,"$50,000 under $75,000",70,50,30,0,150,40,0,0,0,40,0
98582,"$75,000 under $100,000",40,0,30,0,100,0,0,0,0,0,0
98582,"$100,000 under $200,000",80,0,70,0,190,30,0,0,0,20,0
98582,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98584,,17120,7830,6790,2200,32540,5540,1880,100,680,3720,630
98584,"$1 under $25,000",5140,3510,780,760,7420,1410,610,30,130,410,60
98584,"$25,000 under $50,000",4540,2450,1120,870,8210,1170,350,0,170,940,70
98584,"$50,000 under $75,000",2890,1150,1290,380,5980,1000,300,30,130,830,90
98584,"$75,000 under $100,000",1810,410,1270,120,4300,740,220,0,100,620,70
98584,"$100,000 under $200,000",2310,280,1950,70,5640,990,310,40,150,760,190
98584,"$200,000 or more",430,30,380,0,990,230,90,0,0,160,150
,,,,,,,,,,,,
98585,,340,150,170,30,640,140,30,0,30,100,0
98585,"$1 under $25,000",80,70,0,0,100,30,0,0,0,0,0
98585,"$25,000 under $50,000",90,50,40,30,150,30,30,0,30,40,0
98585,"$50,000 under $75,000",60,30,30,0,120,30,0,0,0,40,0
98585,"$75,000 under $100,000",50,0,40,0,110,20,0,0,0,0,0
98585,"$100,000 under $200,000",60,0,60,0,160,30,0,0,0,20,0
98585,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98586,,960,420,370,150,1870,300,110,0,40,200,40
98586,"$1 under $25,000",330,220,50,50,490,100,40,0,0,30,0
98586,"$25,000 under $50,000",280,120,80,70,540,80,40,0,40,60,0
98586,"$50,000 under $75,000",150,60,70,30,330,50,0,0,0,60,0
98586,"$75,000 under $100,000",70,20,50,0,160,20,30,0,0,0,0
98586,"$100,000 under $200,000",110,0,100,0,300,50,0,0,0,50,40
98586,"$200,000 or more",20,0,20,0,50,0,0,0,0,0,0
,,,,,,,,,,,,
98588,,840,370,370,80,1500,330,80,0,30,200,0
98588,"$1 under $25,000",200,130,30,30,270,70,40,0,0,20,0
98588,"$25,000 under $50,000",220,130,60,30,350,80,0,0,30,50,0
98588,"$50,000 under $75,000",170,70,90,20,340,70,20,0,0,50,0
98588,"$75,000 under $100,000",80,40,50,0,150,40,0,0,0,30,0
98588,"$100,000 under $200,000",140,0,110,0,320,70,20,0,0,50,0
98588,"$200,000 or more",30,0,30,0,70,0,0,0,0,0,0
,,,,,,,,,,,,
98589,,3820,1680,1720,370,7340,1090,490,70,180,760,180
98589,"$1 under $25,000",950,700,130,100,1190,240,110,0,30,80,30
98589,"$25,000 under $50,000",900,510,220,140,1520,210,90,40,40,190,0
98589,"$50,000 under $75,000",660,280,300,80,1360,210,80,0,30,160,30
98589,"$75,000 under $100,000",460,90,340,50,1110,150,70,0,30,130,20
98589,"$100,000 under $200,000",730,100,630,0,1860,240,140,30,50,170,60
98589,"$200,000 or more",120,0,100,0,300,40,0,0,0,30,40
,,,,,,,,,,,,
98590,,190,80,60,30,320,80,60,0,0,50,0
98590,"$1 under $25,000",70,40,20,30,100,40,30,0,0,0,0
98590,"$25,000 under $50,000",40,20,0,0,70,0,0,0,0,0,0
98590,"$50,000 under $75,000",50,20,20,0,90,40,30,0,0,50,0
98590,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98590,"$100,000 under $200,000",30,0,20,0,60,0,0,0,0,0,0
98590,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98591,,2130,910,1010,190,4310,670,260,110,100,450,130
98591,"$1 under $25,000",590,420,100,70,800,170,60,40,0,50,30
98591,"$25,000 under $50,000",520,270,160,70,860,150,50,0,60,130,0
98591,"$50,000 under $75,000",350,120,190,50,800,110,50,30,0,90,30
98591,"$75,000 under $100,000",270,50,210,0,700,90,40,0,20,70,0
98591,"$100,000 under $200,000",350,50,310,0,1030,120,60,40,20,110,40
98591,"$200,000 or more",50,0,40,0,120,30,0,0,0,0,30
,,,,,,,,,,,,
98592,,1140,480,570,60,1970,600,160,0,30,440,60
98592,"$1 under $25,000",280,200,60,40,340,120,40,0,0,40,0
98592,"$25,000 under $50,000",220,130,70,0,330,100,30,0,30,90,0
98592,"$50,000 under $75,000",180,60,100,20,340,110,40,0,0,90,0
98592,"$75,000 under $100,000",140,40,90,0,290,80,0,0,0,70,0
98592,"$100,000 under $200,000",260,50,200,0,540,150,50,0,0,120,60
98592,"$200,000 or more",60,0,50,0,130,40,0,0,0,30,0
,,,,,,,,,,,,
98593,,480,200,210,70,990,140,30,0,30,100,0
98593,"$1 under $25,000",160,100,30,30,260,50,0,0,30,0,0
98593,"$25,000 under $50,000",130,60,40,40,260,30,30,0,0,60,0
98593,"$50,000 under $75,000",80,40,50,0,200,20,0,0,0,0,0
98593,"$75,000 under $100,000",60,0,40,0,140,40,0,0,0,40,0
98593,"$100,000 under $200,000",50,0,50,0,130,0,0,0,0,0,0
98593,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98595,,1520,800,500,180,2600,520,270,0,110,330,80
98595,"$1 under $25,000",610,430,80,80,820,180,90,0,40,50,0
98595,"$25,000 under $50,000",410,230,100,70,720,110,70,0,40,90,40
98595,"$50,000 under $75,000",170,70,80,30,340,70,30,0,30,60,0
98595,"$75,000 under $100,000",140,30,100,0,310,60,30,0,0,50,0
98595,"$100,000 under $200,000",150,40,110,0,330,100,50,0,0,80,40
98595,"$200,000 or more",40,0,30,0,80,0,0,0,0,0,0
,,,,,,,,,,,,
98596,,2940,1220,1320,370,5960,900,310,110,160,630,100
98596,"$1 under $25,000",900,610,150,120,1270,230,90,40,30,80,0
98596,"$25,000 under $50,000",710,350,200,150,1340,200,70,0,40,170,0
98596,"$50,000 under $75,000",520,170,270,70,1210,160,50,30,30,140,50
98596,"$75,000 under $100,000",340,50,270,30,910,130,40,0,30,110,0
98596,"$100,000 under $200,000",410,40,370,0,1080,160,60,40,30,130,30
98596,"$200,000 or more",60,0,60,0,150,20,0,0,0,0,20
,,,,,,,,,,,,
98597,,11910,5070,5140,1470,24880,2410,1250,100,560,1530,320
98597,"$1 under $25,000",3090,2240,400,400,4090,650,330,30,80,180,40
98597,"$25,000 under $50,000",3230,1630,930,570,6260,530,270,0,130,400,40
98597,"$50,000 under $75,000",2210,760,1110,300,5320,450,200,30,130,370,50
98597,"$75,000 under $100,000",1420,260,1020,120,3780,310,160,0,120,250,40
98597,"$100,000 under $200,000",1710,150,1470,80,4780,390,230,40,100,290,80
98597,"$200,000 or more",250,30,210,0,650,80,60,0,0,40,70
,,,,,,,,,,,,
98601,,1650,680,830,100,3540,450,230,60,70,290,120
98601,"$1 under $25,000",440,310,80,30,520,130,50,0,0,30,0
98601,"$25,000 under $50,000",360,220,100,40,620,90,40,40,50,70,0
98601,"$50,000 under $75,000",250,90,140,30,570,70,30,0,0,60,50
98601,"$75,000 under $100,000",180,30,140,0,550,60,30,0,20,50,0
98601,"$100,000 under $200,000",340,30,300,0,1030,100,80,20,0,80,40
98601,"$200,000 or more",80,0,70,0,250,0,0,0,0,0,30
,,,,,,,,,,,,
98602,,110,50,50,0,230,50,0,0,0,30,0
98602,"$1 under $25,000",50,50,0,0,90,0,0,0,0,0,0
98602,"$25,000 under $50,000",0,0,0,0,0,0,0,0,0,0,0
98602,"$50,000 under $75,000",30,0,30,0,70,50,0,0,0,30,0
98602,"$75,000 under $100,000",30,0,20,0,70,0,0,0,0,0,0
98602,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
98602,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98603,,430,180,200,40,820,140,40,0,30,80,20
98603,"$1 under $25,000",120,90,0,0,130,40,20,0,0,0,20
98603,"$25,000 under $50,000",80,40,40,40,160,20,0,0,30,30,0
98603,"$50,000 under $75,000",80,30,40,0,160,50,20,0,0,20,0
98603,"$75,000 under $100,000",70,20,40,0,150,0,0,0,0,30,0
98603,"$100,000 under $200,000",80,0,80,0,220,30,0,0,0,0,0
98603,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
98604,,18040,7700,8650,1420,37340,4640,2670,200,710,3040,1300
98604,"$1 under $25,000",4450,3510,530,340,4770,920,600,20,100,280,80
98604,"$25,000 under $50,000",3800,2240,930,540,6550,820,480,40,180,630,130
98604,"$50,000 under $75,000",2790,1080,1370,280,6280,780,390,0,140,610,130
98604,"$75,000 under $100,000",2270,470,1620,150,6040,640,360,30,110,500,120
98604,"$100,000 under $200,000",3690,330,3250,110,10570,1120,620,70,150,820,420
98604,"$200,000 or more",1040,70,950,0,3130,360,220,40,30,200,420
,,,,,,,,,,,,
