"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98072,"$75,000 under $100,000",1160,500,530,100,2170,420,210,0,50,290,70
98072,"$100,000 under $200,000",2870,710,2010,120,6730,970,530,0,110,630,340
98072,"$200,000 or more",3060,270,2720,60,9190,630,590,0,70,320,720
,,,,,,,,,,,,
98074,,12980,4380,7960,500,30750,2400,2060,0,310,1260,1230
98074,"$1 under $25,000",2220,1970,160,60,1410,290,260,0,0,60,40
98074,"$25,000 under $50,000",1060,800,170,70,1420,210,160,0,30,130,40
98074,"$50,000 under $75,000",870,550,220,80,1350,230,130,0,30,160,50
98074,"$75,000 under $100,000",740,340,330,60,1420,240,120,0,30,170,60
98074,"$100,000 under $200,000",2690,520,2010,130,7050,810,500,0,100,480,250
98074,"$200,000 or more",5400,200,5070,100,18100,620,890,0,120,260,790
,,,,,,,,,,,,
98075,,10870,3630,6720,430,26000,2000,1780,0,260,1060,1210
98075,"$1 under $25,000",1990,1790,130,60,1150,210,220,0,0,30,30
98075,"$25,000 under $50,000",860,650,140,50,1150,150,120,0,50,100,30
98075,"$50,000 under $75,000",670,420,170,60,1050,170,110,0,30,120,40
98075,"$75,000 under $100,000",530,230,250,40,1060,210,80,0,0,150,30
98075,"$100,000 under $200,000",2010,360,1520,120,5410,630,360,0,70,400,230
98075,"$200,000 or more",4810,180,4510,100,16180,630,890,0,110,260,850
,,,,,,,,,,,,
98077,,6330,2460,3550,250,13430,1780,1110,0,180,980,820
98077,"$1 under $25,000",1290,1140,100,40,880,210,150,0,30,50,40
98077,"$25,000 under $50,000",660,500,120,40,900,170,90,0,0,130,30
98077,"$50,000 under $75,000",490,290,150,40,780,180,80,0,30,130,30
98077,"$75,000 under $100,000",410,180,190,30,740,200,70,0,0,150,50
98077,"$100,000 under $200,000",1360,240,1040,60,3410,550,290,0,60,320,200
98077,"$200,000 or more",2120,110,1950,40,6720,470,430,0,60,200,470
,,,,,,,,,,,,
98087,,19840,10610,6740,2060,35800,3040,3020,0,620,1600,750
98087,"$1 under $25,000",4540,3520,510,440,5500,650,880,0,80,160,70
98087,"$25,000 under $50,000",5180,3400,840,780,8250,630,720,0,150,380,100
98087,"$50,000 under $75,000",3350,1850,990,420,6020,540,420,0,130,340,100
98087,"$75,000 under $100,000",2230,910,1070,200,4740,410,300,0,90,250,100
98087,"$100,000 under $200,000",3610,810,2560,190,8930,630,550,0,140,370,220
98087,"$200,000 or more",930,120,770,30,2360,180,150,0,30,100,160
,,,,,,,,,,,,
98092,,23370,10810,9480,2690,46970,4760,3410,60,670,2860,1220
98092,"$1 under $25,000",5640,4390,570,620,6710,800,830,0,80,230,70
98092,"$25,000 under $50,000",5000,2950,970,950,8910,770,680,30,140,550,130
98092,"$50,000 under $75,000",3650,1790,1190,560,7280,790,500,0,130,530,130
98092,"$75,000 under $100,000",2550,870,1360,280,5980,650,390,0,110,460,140
98092,"$100,000 under $200,000",5010,730,3990,250,13560,1350,730,30,170,870,390
98092,"$200,000 or more",1520,80,1400,30,4530,400,280,0,40,220,360
,,,,,,,,,,,,
98101,,9450,7160,1890,220,12000,1550,1130,0,190,980,700
98101,"$1 under $25,000",1120,1010,50,50,1150,240,200,0,20,50,30
98101,"$25,000 under $50,000",1470,1330,70,50,1610,210,160,0,50,140,40
98101,"$50,000 under $75,000",1250,1090,80,40,1400,180,120,0,40,140,30
98101,"$75,000 under $100,000",950,780,130,20,1130,150,90,0,20,120,50
98101,"$100,000 under $200,000",2610,1960,560,30,3340,360,240,0,40,280,120
98101,"$200,000 or more",2050,990,1000,30,3370,410,320,0,20,250,430
,,,,,,,,,,,,
98102,,16690,13370,2750,340,20640,1950,2550,0,470,1110,1060
98102,"$1 under $25,000",2170,2040,50,50,2030,270,470,0,50,60,50
98102,"$25,000 under $50,000",3260,3070,90,50,3410,280,490,0,120,160,70
98102,"$50,000 under $75,000",3170,2900,180,50,3460,260,390,0,110,150,80
98102,"$75,000 under $100,000",2000,1690,240,40,2320,220,240,0,60,150,80
98102,"$100,000 under $200,000",3610,2660,820,80,4710,430,480,0,90,300,220
98102,"$200,000 or more",2480,1010,1370,70,4710,490,480,0,40,290,560
,,,,,,,,,,,,
98103,,30310,20770,8130,1010,45170,4720,4920,0,720,2680,1980
98103,"$1 under $25,000",4560,4140,190,180,4230,790,920,0,60,200,80
98103,"$25,000 under $50,000",5770,5180,300,210,6460,700,880,0,180,460,130
98103,"$50,000 under $75,000",4920,4200,480,160,5870,710,610,0,150,470,150
98103,"$75,000 under $100,000",3340,2520,650,110,4460,620,460,0,90,400,160
98103,"$100,000 under $200,000",6530,3490,2740,210,11190,1290,1070,0,160,840,520
98103,"$200,000 or more",5190,1240,3770,140,12960,610,980,0,80,310,940
,,,,,,,,,,,,
98104,,7720,5880,1300,360,9930,1160,940,0,180,610,430
98104,"$1 under $25,000",1860,1570,140,120,2130,300,260,0,30,30,40
98104,"$25,000 under $50,000",1930,1570,170,140,2400,200,190,0,60,100,20
98104,"$50,000 under $75,000",1140,950,120,60,1360,130,110,0,60,80,30
98104,"$75,000 under $100,000",640,500,110,0,820,90,70,0,0,60,30
98104,"$100,000 under $200,000",1370,930,370,40,1860,200,170,0,30,160,80
98104,"$200,000 or more",780,360,390,0,1360,240,140,0,0,180,230
,,,,,,,,,,,,
98105,,17570,12080,4700,600,25690,2800,2740,20,250,1650,1420
98105,"$1 under $25,000",5400,5030,170,150,4210,380,630,0,30,90,80
98105,"$25,000 under $50,000",3690,3300,210,140,4140,330,420,20,80,200,70
98105,"$50,000 under $75,000",1990,1590,280,80,2510,360,260,0,60,240,80
98105,"$75,000 under $100,000",1120,740,300,60,1630,280,170,0,0,190,80
98105,"$100,000 under $200,000",2300,1030,1160,90,4360,720,450,0,40,510,230
98105,"$200,000 or more",3070,390,2580,80,8840,730,810,0,40,420,880
,,,,,,,,,,,,
98106,,13340,7700,3820,1560,22580,1990,2160,0,440,960,470
98106,"$1 under $25,000",2870,2210,220,400,3680,510,600,0,60,90,30
98106,"$25,000 under $50,000",3420,2320,380,650,5320,450,440,0,120,260,60
98106,"$50,000 under $75,000",2210,1420,470,250,3550,360,290,0,80,210,70
98106,"$75,000 under $100,000",1500,780,550,130,2670,250,240,0,70,160,50
98106,"$100,000 under $200,000",2480,810,1520,130,5330,340,420,0,80,200,150
98106,"$200,000 or more",860,160,680,0,2030,80,170,0,30,40,110
,,,,,,,,,,,,
98107,,17480,12590,4150,520,24450,2400,2590,0,450,1330,1010
98107,"$1 under $25,000",2300,2080,110,70,2170,470,450,0,50,110,40
98107,"$25,000 under $50,000",3350,3020,160,120,3680,420,480,0,110,250,70
98107,"$50,000 under $75,000",2960,2570,250,90,3440,350,370,0,90,240,80
98107,"$75,000 under $100,000",2090,1640,360,60,2680,290,250,0,60,200,90
98107,"$100,000 under $200,000",4070,2420,1490,120,6510,590,590,0,100,380,290
98107,"$200,000 or more",2710,860,1780,60,5970,280,450,0,40,150,440
,,,,,,,,,,,,
98108,,12890,7320,3830,1490,22480,2180,2160,0,360,1020,530
98108,"$1 under $25,000",3400,2480,440,430,4600,590,710,0,60,100,40
98108,"$25,000 under $50,000",3640,2260,680,610,6240,530,510,0,110,260,60
98108,"$50,000 under $75,000",2140,1250,580,250,3710,390,290,0,60,220,70
98108,"$75,000 under $100,000",1150,560,490,80,2190,240,160,0,40,150,50
98108,"$100,000 under $200,000",1790,610,1060,100,3880,340,340,0,60,230,150
98108,"$200,000 or more",770,160,580,20,1860,90,150,0,30,60,160
,,,,,,,,,,,,
98109,,19870,14840,4250,440,26280,2170,2370,0,450,1310,1170
98109,"$1 under $25,000",2040,1840,90,70,2010,330,400,0,40,80,60
98109,"$25,000 under $50,000",2910,2660,110,80,3100,250,390,0,110,160,70
98109,"$50,000 under $75,000",2860,2530,200,60,3170,300,270,0,90,200,70
98109,"$75,000 under $100,000",2340,1980,270,50,2730,230,270,0,70,160,90
98109,"$100,000 under $200,000",5770,4250,1320,110,7610,580,470,0,90,410,260
98109,"$200,000 or more",3950,1580,2260,70,7660,480,570,0,50,300,620
,,,,,,,,,,,,
98110,,12330,5200,6390,580,24050,5050,2960,40,230,3250,1930
98110,"$1 under $25,000",2370,2080,180,80,1930,590,420,0,30,140,70
98110,"$25,000 under $50,000",1450,1020,280,120,2000,520,310,0,30,390,80
98110,"$50,000 under $75,000",1180,680,390,80,1900,560,270,0,30,450,110
98110,"$75,000 under $100,000",1030,450,490,70,1900,590,250,0,20,440,120
98110,"$100,000 under $200,000",3010,670,2170,140,6990,1550,790,40,80,1120,480
98110,"$200,000 or more",3290,300,2880,90,9330,1240,920,0,40,710,1070
,,,,,,,,,,,,
98112,,12550,7710,4200,460,20160,2970,2520,20,270,1920,1860
98112,"$1 under $25,000",1990,1850,60,60,1560,320,360,0,0,80,70
98112,"$25,000 under $50,000",1850,1630,120,70,2090,310,330,0,80,230,70
98112,"$50,000 under $75,000",1600,1380,120,50,1850,300,220,0,50,210,70
98112,"$75,000 under $100,000",1080,830,190,50,1400,280,170,20,20,210,80
98112,"$100,000 under $200,000",2380,1270,970,100,4010,710,470,0,60,540,300
98112,"$200,000 or more",3650,750,2740,130,9250,1050,970,0,60,650,1270
,,,,,,,,,,,,
98115,,28890,16690,10500,1250,49290,6500,5160,30,650,3800,2420
98115,"$1 under $25,000",5180,4640,240,210,4390,890,810,0,70,230,100
98115,"$25,000 under $50,000",4870,4180,380,230,5690,780,710,0,130,520,110
98115,"$50,000 under $75,000",3840,2980,550,210,4980,890,500,0,100,600,150
98115,"$75,000 under $100,000",2780,1820,740,170,4110,820,430,30,80,570,160
98115,"$100,000 under $200,000",6180,2300,3500,290,12800,1900,1270,0,160,1210,600
98115,"$200,000 or more",6040,770,5090,140,17320,1220,1440,0,110,670,1300
,,,,,,,,,,,,
98116,,15570,9190,5380,700,25310,3770,2830,0,440,2280,1390
98116,"$1 under $25,000",2180,1910,120,100,2020,550,460,0,30,160,70
98116,"$25,000 under $50,000",2480,2060,210,160,2940,500,390,0,90,360,80
98116,"$50,000 under $75,000",2480,2000,280,130,3080,560,350,0,80,370,100
98116,"$75,000 under $100,000",1840,1250,470,80,2610,500,270,0,60,360,120
98116,"$100,000 under $200,000",3710,1460,2010,170,7260,1020,740,0,120,690,360
98116,"$200,000 or more",2880,510,2290,60,7400,640,620,0,60,340,660
,,,,,,,,,,,,
98117,,18720,10090,7580,840,33220,4160,3570,0,470,2340,1730
98117,"$1 under $25,000",2900,2590,190,90,2540,630,520,0,30,170,80
98117,"$25,000 under $50,000",2920,2450,270,140,3470,600,470,0,90,410,100
98117,"$50,000 under $75,000",2390,1830,380,130,3100,610,380,0,60,410,100
98117,"$75,000 under $100,000",1860,1150,570,120,2880,580,330,0,50,330,130
98117,"$100,000 under $200,000",4580,1520,2780,240,9840,1240,1010,0,150,760,520
98117,"$200,000 or more",4070,550,3390,120,11390,500,860,0,90,260,800
,,,,,,,,,,,,
98118,,25380,14150,7550,3160,44280,4740,4710,0,780,2390,1280
98118,"$1 under $25,000",6530,4890,600,930,8370,1080,1530,0,120,210,90
98118,"$25,000 under $50,000",6520,4100,1040,1230,10880,1000,940,0,200,520,130
98118,"$50,000 under $75,000",3950,2370,930,540,6710,790,550,0,160,490,110
98118,"$75,000 under $100,000",2340,1160,880,220,4380,580,370,0,100,370,110
98118,"$100,000 under $200,000",3940,1270,2430,180,8600,910,820,0,140,590,360
98118,"$200,000 or more",2100,360,1670,60,5340,380,500,0,60,210,480
,,,,,,,,,,,,
98119,,13870,9530,3710,430,20320,2380,2200,0,390,1430,1080
98119,"$1 under $25,000",1900,1750,80,50,1620,340,370,0,30,100,30
98119,"$25,000 under $50,000",2380,2110,140,80,2640,310,320,0,70,210,50
98119,"$50,000 under $75,000",2260,1960,200,60,2610,330,270,0,100,210,50
98119,"$75,000 under $100,000",1620,1290,250,60,2040,290,220,0,60,200,60
98119,"$100,000 under $200,000",2950,1740,1060,100,4630,620,470,0,70,450,260
98119,"$200,000 or more",2760,680,1980,80,6780,490,550,0,60,260,630
,,,,,,,,,,,,
98121,,12010,9120,2430,220,15100,1240,1330,0,260,670,730
98121,"$1 under $25,000",1230,1120,60,30,1230,180,210,0,20,30,30
98121,"$25,000 under $50,000",1460,1330,50,50,1570,150,160,0,70,80,30
98121,"$50,000 under $75,000",1420,1270,100,20,1540,140,150,0,50,90,50
98121,"$75,000 under $100,000",1130,960,120,20,1300,120,110,0,30,80,40
98121,"$100,000 under $200,000",3860,3000,730,50,4790,310,340,0,60,210,210
98121,"$200,000 or more",2910,1440,1370,50,4670,340,360,0,30,180,370
,,,,,,,,,,,,
98122,,24040,18600,4100,960,31210,2390,3580,0,590,1220,1270
98122,"$1 under $25,000",4190,3740,140,260,4140,530,790,0,90,120,70
98122,"$25,000 under $50,000",5120,4520,220,290,5890,400,680,0,150,220,90
98122,"$50,000 under $75,000",4090,3600,260,150,4690,310,460,0,130,200,90
98122,"$75,000 under $100,000",2460,2020,310,70,2960,260,330,0,60,180,90
98122,"$100,000 under $200,000",4920,3450,1280,120,6930,490,690,0,110,290,310
98122,"$200,000 or more",3260,1270,1890,70,6600,400,630,0,50,210,620
,,,,,,,,,,,,
98125,,22340,13570,6720,1590,35970,4920,3860,0,610,2780,1140
98125,"$1 under $25,000",5080,4160,410,420,5710,1010,1040,0,90,240,80
98125,"$25,000 under $50,000",5380,4170,580,490,7250,890,740,0,180,560,90
98125,"$50,000 under $75,000",3590,2520,680,290,5150,830,460,0,120,580,100
98125,"$75,000 under $100,000",2120,1150,780,140,3580,610,350,0,60,420,100
98125,"$100,000 under $200,000",4060,1270,2540,190,8680,1110,790,0,120,720,350
98125,"$200,000 or more",2110,300,1730,60,5600,470,480,0,40,260,420
,,,,,,,,,,,,
98126,,11800,6580,4020,970,20510,2220,2000,0,380,1280,660
98126,"$1 under $25,000",2110,1650,160,270,2730,450,430,0,40,120,30
98126,"$25,000 under $50,000",2230,1600,280,310,3450,390,330,0,80,260,50
98126,"$50,000 under $75,000",1780,1290,300,130,2530,380,240,0,70,260,50
98126,"$75,000 under $100,000",1300,780,390,90,2080,320,190,0,50,220,50
98126,"$100,000 under $200,000",2800,1010,1620,120,5730,500,490,0,100,310,210
98126,"$200,000 or more",1580,250,1270,50,3990,180,320,0,40,110,270
,,,,,,,,,,,,
98133,,26270,15970,7760,2020,42350,5800,4420,0,700,3210,1130
98133,"$1 under $25,000",5940,4880,480,460,6660,1330,1200,0,80,310,90
98133,"$25,000 under $50,000",6680,5060,770,700,9080,1190,980,0,170,760,110
98133,"$50,000 under $75,000",4460,2950,990,400,6750,1100,610,0,150,730,140
98133,"$75,000 under $100,000",2730,1380,1070,210,4830,740,410,0,100,500,140
98133,"$100,000 under $200,000",4700,1410,3030,200,10430,1170,890,0,140,740,370
98133,"$200,000 or more",1760,290,1420,50,4600,270,330,0,60,170,280
,,,,,,,,,,,,
98134,,500,380,80,0,640,80,80,0,0,40,50
98134,"$1 under $25,000",140,130,0,0,140,30,40,0,0,0,0
98134,"$25,000 under $50,000",100,80,0,0,120,0,0,0,0,0,0
98134,"$50,000 under $75,000",80,70,30,0,100,20,20,0,0,0,30
98134,"$75,000 under $100,000",50,40,0,0,70,0,0,0,0,40,0
98134,"$100,000 under $200,000",80,60,20,0,110,30,20,0,0,0,0
98134,"$200,000 or more",50,0,30,0,100,0,0,0,0,0,20
,,,,,,,,,,,,
98136,,8780,4680,3550,460,15140,2420,1580,0,260,1460,870
98136,"$1 under $25,000",1390,1240,90,60,1240,370,250,0,20,90,30
98136,"$25,000 under $50,000",1290,1050,130,90,1580,350,190,0,40,240,50
98136,"$50,000 under $75,000",1210,890,210,90,1660,360,180,0,30,270,50
98136,"$75,000 under $100,000",920,550,280,70,1440,290,140,0,40,210,60
98136,"$100,000 under $200,000",2190,720,1340,110,4510,670,440,0,70,450,270
98136,"$200,000 or more",1780,230,1500,40,4710,380,380,0,60,200,410
,,,,,,,,,,,,
98144,,17070,10890,4430,1400,26650,2840,3030,0,520,1410,1080
98144,"$1 under $25,000",3590,2960,240,340,4070,680,790,0,70,130,60
98144,"$25,000 under $50,000",3860,2930,370,470,5310,560,570,0,140,310,80
98144,"$50,000 under $75,000",2680,1980,370,250,3770,410,360,0,100,250,70
98144,"$75,000 under $100,000",1630,1050,440,100,2520,310,260,0,60,200,100
98144,"$100,000 under $200,000",3010,1430,1350,160,5520,520,550,0,100,330,270
98144,"$200,000 or more",2300,540,1660,80,5460,360,500,0,50,190,500
,,,,,,,,,,,,
98146,,14330,7470,4800,1810,25840,3130,2200,0,460,1700,670
98146,"$1 under $25,000",3480,2640,340,460,4350,670,660,0,60,190,50
98146,"$25,000 under $50,000",3630,2210,600,730,6060,620,430,0,110,390,60
98146,"$50,000 under $75,000",2380,1270,710,340,4370,540,290,0,90,330,60
98146,"$75,000 under $100,000",1480,640,690,130,3000,420,220,0,70,280,80
98146,"$100,000 under $200,000",2430,580,1690,130,5700,650,410,0,100,390,210
98146,"$200,000 or more",930,130,770,20,2360,230,190,0,30,120,210
,,,,,,,,,,,,
98148,,5620,3140,1560,800,10020,1060,810,0,200,580,190
98148,"$1 under $25,000",1390,1080,80,200,1690,250,280,0,30,70,0
98148,"$25,000 under $50,000",1680,1060,230,350,2780,240,200,0,50,150,40
98148,"$50,000 under $75,000",1010,560,270,150,1870,230,120,0,50,140,40
98148,"$75,000 under $100,000",590,240,290,60,1290,140,60,0,40,100,0
98148,"$100,000 under $200,000",770,170,540,40,1920,170,110,0,30,120,70
98148,"$200,000 or more",180,30,150,0,470,30,40,0,0,0,40
,,,,,,,,,,,,
98155,,18440,9680,7050,1410,32860,4740,3330,0,520,2770,1170
98155,"$1 under $25,000",3860,3180,360,260,4020,800,750,0,60,200,70
98155,"$25,000 under $50,000",3870,2810,540,440,5480,830,580,0,120,560,90
98155,"$50,000 under $75,000",2730,1690,670,300,4390,740,430,0,90,500,110
98155,"$75,000 under $100,000",1930,870,840,180,3660,660,340,0,70,450,120
98155,"$100,000 under $200,000",3990,910,2850,190,9530,1220,810,0,130,780,370
98155,"$200,000 or more",2060,220,1790,40,5780,490,420,0,50,280,410
,,,,,,,,,,,,
98164,,110,70,40,0,140,20,0,0,0,0,0
98164,"$1 under $25,000",0,0,0,0,0,0,0,0,0,0,0
98164,"$25,000 under $50,000",30,20,0,0,30,20,0,0,0,0,0
98164,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0,0
98164,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
98164,"$100,000 under $200,000",40,50,0,0,50,0,0,0,0,0,0
98164,"$200,000 or more",40,0,40,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
98166,,11480,5840,4440,1010,20380,3410,1840,0,320,2100,910
98166,"$1 under $25,000",2390,1950,210,210,2590,530,400,0,40,160,50
98166,"$25,000 under $50,000",2330,1540,330,390,3550,500,290,0,60,340,60
98166,"$50,000 under $75,000",1710,1060,410,190,2760,530,220,0,60,370,50
98166,"$75,000 under $100,000",1140,540,490,90,2080,430,170,0,40,300,70
98166,"$100,000 under $200,000",2440,570,1740,100,5560,900,450,0,90,640,260
98166,"$200,000 or more",1470,180,1260,30,3840,520,310,0,30,290,420
,,,,,,,,,,,,
98168,,18690,10290,5180,2860,33620,3280,3030,0,690,1710,450
98168,"$1 under $25,000",5280,3920,490,790,7010,830,1240,0,100,210,50
98168,"$25,000 under $50,000",5780,3480,930,1230,10000,800,720,0,190,470,70
98168,"$50,000 under $75,000",3250,1610,1030,520,6450,640,420,0,150,390,70
98168,"$75,000 under $100,000",1860,700,940,190,4070,430,260,0,120,270,60
98168,"$100,000 under $200,000",2170,510,1520,130,5250,490,320,0,130,330,120
98168,"$200,000 or more",350,70,270,0,840,90,70,0,0,40,80
,,,,,,,,,,,,
98177,,10570,4920,4970,530,19940,3660,2050,0,230,2320,1360
98177,"$1 under $25,000",1980,1720,150,90,1650,510,320,0,0,160,50
98177,"$25,000 under $50,000",1480,1130,210,90,1910,440,230,0,60,320,60
98177,"$50,000 under $75,000",1170,720,330,100,1810,480,180,0,20,350,70
98177,"$75,000 under $100,000",950,490,380,70,1640,440,150,0,20,340,70
98177,"$100,000 under $200,000",2550,610,1780,130,5960,1060,570,0,80,730,340
98177,"$200,000 or more",2440,250,2120,50,6970,730,600,0,50,420,770
,,,,,,,,,,,,
98178,,13760,7520,4050,1880,24260,2960,2220,0,460,1650,510
98178,"$1 under $25,000",3550,2620,350,520,4690,640,700,0,70,170,50
98178,"$25,000 under $50,000",3620,2280,520,730,6070,620,470,0,120,370,60
98178,"$50,000 under $75,000",2340,1290,630,360,4190,530,330,0,110,330,70
98178,"$75,000 under $100,000",1470,650,630,130,2850,430,230,0,70,280,60
98178,"$100,000 under $200,000",2120,560,1400,140,4880,560,360,0,90,390,150
98178,"$200,000 or more",660,120,520,0,1580,180,130,0,0,110,120
,,,,,,,,,,,,
98188,,14120,7970,3640,2200,24360,2590,2660,0,490,1270,380
98188,"$1 under $25,000",4020,2960,400,590,5390,660,1170,0,90,150,50
98188,"$25,000 under $50,000",4700,2810,750,1000,7900,650,750,0,170,330,60
98188,"$50,000 under $75,000",2480,1300,730,390,4550,470,330,0,120,260,50
98188,"$75,000 under $100,000",1250,470,620,140,2640,320,160,0,60,210,50
98188,"$100,000 under $200,000",1360,370,910,80,3150,370,190,0,50,250,90
98188,"$200,000 or more",310,60,230,0,730,120,60,0,0,70,80
,,,,,,,,,,,,
98198,,19210,10270,5830,2770,34610,4470,2680,0,590,2770,650
98198,"$1 under $25,000",4770,3620,400,690,6320,850,890,0,80,240,50
98198,"$25,000 under $50,000",5180,3140,750,1160,8820,890,600,0,170,620,70
98198,"$50,000 under $75,000",3430,1860,940,540,6320,850,370,0,110,570,80
98198,"$75,000 under $100,000",2070,840,990,210,4290,620,250,0,100,460,70
98198,"$100,000 under $200,000",2980,680,2110,170,6950,970,440,0,130,690,190
98198,"$200,000 or more",780,130,640,0,1910,290,130,0,0,190,190
,,,,,,,,,,,,
98199,,11690,6190,4850,510,20960,2930,2140,0,300,1790,1400
98199,"$1 under $25,000",1780,1600,100,50,1440,360,300,0,30,90,40
98199,"$25,000 under $50,000",1610,1360,130,100,1910,350,240,0,50,250,60
98199,"$50,000 under $75,000",1470,1150,210,80,1890,340,200,0,50,250,60
98199,"$75,000 under $100,000",1080,680,290,80,1630,350,170,0,30,240,90
98199,"$100,000 under $200,000",2520,980,1410,100,5040,850,490,0,80,580,320
98199,"$200,000 or more",3230,420,2710,100,9050,680,740,0,60,380,830
