"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98572,"$100,000 under $200,000",50,0,40,0,140,0,0,0,0,0
98572,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98576,,2660,1240,1090,310,5140,730,40,720,450,90
98576,"$1 under $25,000",630,450,90,80,850,180,0,110,50,0
98576,"$25,000 under $50,000",680,410,130,120,1140,160,0,190,130,0
98576,"$50,000 under $75,000",470,220,190,60,930,130,40,130,90,40
98576,"$75,000 under $100,000",350,90,230,50,860,90,0,120,60,0
98576,"$100,000 under $200,000",470,70,400,0,1220,170,0,170,120,50
98576,"$200,000 or more",60,0,50,0,140,0,0,0,0,0
,,,,,,,,,,,
98577,,2700,1220,1100,340,5270,860,170,570,540,120
98577,"$1 under $25,000",830,600,130,90,1090,260,30,150,80,30
98577,"$25,000 under $50,000",710,370,180,150,1310,200,20,160,160,0
98577,"$50,000 under $75,000",450,150,220,70,1030,140,40,110,110,30
98577,"$75,000 under $100,000",270,60,190,30,650,100,0,60,80,0
98577,"$100,000 under $200,000",380,40,330,0,1040,140,80,90,110,30
98577,"$200,000 or more",60,0,50,0,150,20,0,0,0,30
,,,,,,,,,,,
98579,,6270,2790,2700,720,12260,1660,100,1950,1120,260
98579,"$1 under $25,000",1510,1110,240,150,1950,410,20,300,120,20
98579,"$25,000 under $50,000",1590,920,330,310,2760,350,0,520,300,30
98579,"$50,000 under $75,000",1070,430,460,160,2210,310,40,330,250,30
98579,"$75,000 under $100,000",780,180,540,50,1850,230,0,300,200,40
98579,"$100,000 under $200,000",1150,120,990,50,3040,300,40,460,210,80
98579,"$200,000 or more",170,30,140,0,450,60,0,40,40,60
,,,,,,,,,,,
98580,,4930,2100,2220,540,9890,1200,90,1290,800,170
98580,"$1 under $25,000",1080,800,150,120,1430,260,30,210,80,30
98580,"$25,000 under $50,000",1190,690,270,200,2000,250,0,320,220,0
98580,"$50,000 under $75,000",790,350,310,110,1560,190,30,230,140,30
98580,"$75,000 under $100,000",620,140,410,70,1540,170,0,190,130,0
98580,"$100,000 under $200,000",1040,120,890,40,2830,270,30,310,190,60
98580,"$200,000 or more",210,0,190,0,530,60,0,30,40,50
,,,,,,,,,,,
98581,,190,90,90,0,290,160,0,0,100,0
98581,"$1 under $25,000",80,50,30,0,110,70,0,0,20,0
98581,"$25,000 under $50,000",80,40,60,0,130,70,0,0,80,0
98581,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0
98581,"$75,000 under $100,000",30,0,0,0,50,20,0,0,0,0
98581,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
98581,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98582,,410,190,180,40,760,130,0,80,110,0
98582,"$1 under $25,000",110,80,20,0,140,30,0,0,0,0
98582,"$25,000 under $50,000",100,60,30,40,170,30,0,40,60,0
98582,"$50,000 under $75,000",70,30,30,0,140,40,0,20,0,0
98582,"$75,000 under $100,000",50,20,30,0,110,0,0,20,20,0
98582,"$100,000 under $200,000",80,0,70,0,200,30,0,0,30,0
98582,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98584,,17590,8260,6860,2170,32990,5680,110,4100,3800,610
98584,"$1 under $25,000",5080,3580,750,660,7360,1490,30,810,460,70
98584,"$25,000 under $50,000",4720,2660,1060,900,8200,1210,0,1290,970,60
98584,"$50,000 under $75,000",3010,1210,1320,400,6120,1000,30,760,810,80
98584,"$75,000 under $100,000",1850,440,1260,130,4270,740,0,500,630,70
98584,"$100,000 under $200,000",2480,310,2090,80,6030,1010,50,680,770,190
98584,"$200,000 or more",450,60,380,0,1010,230,0,60,160,140
,,,,,,,,,,,
98585,,370,170,170,30,680,150,0,70,110,0
98585,"$1 under $25,000",90,60,0,0,110,30,0,0,0,0
98585,"$25,000 under $50,000",90,60,40,30,150,30,0,50,40,0
98585,"$50,000 under $75,000",70,50,30,0,140,30,0,0,20,0
98585,"$75,000 under $100,000",50,0,40,0,110,40,0,20,50,0
98585,"$100,000 under $200,000",70,0,60,0,170,20,0,0,0,0
98585,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98586,,990,460,380,140,1890,300,0,190,190,40
98586,"$1 under $25,000",330,230,60,40,470,100,0,50,30,0
98586,"$25,000 under $50,000",300,130,80,80,600,90,0,70,70,0
98586,"$50,000 under $75,000",140,70,50,20,250,40,0,30,30,0
98586,"$75,000 under $100,000",90,30,70,0,230,20,0,40,20,40
98586,"$100,000 under $200,000",100,0,90,0,260,50,0,0,40,0
98586,"$200,000 or more",30,0,30,0,80,0,0,0,0,0
,,,,,,,,,,,
98588,,840,380,380,70,1520,340,0,190,200,0
98588,"$1 under $25,000",200,130,30,30,260,80,0,40,20,0
98588,"$25,000 under $50,000",200,120,60,20,320,70,0,50,50,0
98588,"$50,000 under $75,000",170,70,90,20,350,70,0,40,50,0
98588,"$75,000 under $100,000",100,30,60,0,200,30,0,30,20,0
98588,"$100,000 under $200,000",140,30,120,0,330,90,0,30,60,0
98588,"$200,000 or more",30,0,20,0,60,0,0,0,0,0
,,,,,,,,,,,
98589,,4000,1860,1700,370,7480,1190,60,1240,790,190
98589,"$1 under $25,000",940,720,120,90,1170,280,0,200,100,30
98589,"$25,000 under $50,000",990,590,210,140,1620,240,0,320,190,0
98589,"$50,000 under $75,000",710,310,310,90,1400,220,40,240,170,30
98589,"$75,000 under $100,000",490,130,320,50,1100,170,0,180,130,20
98589,"$100,000 under $200,000",730,90,620,0,1830,240,20,270,170,60
98589,"$200,000 or more",140,20,120,0,360,40,0,30,30,50
,,,,,,,,,,,
98590,,200,100,70,20,340,80,0,50,60,0
98590,"$1 under $25,000",70,40,30,20,100,40,0,30,30,0
98590,"$25,000 under $50,000",50,30,0,0,80,0,0,0,0,0
98590,"$50,000 under $75,000",50,30,40,0,100,40,0,20,30,0
98590,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98590,"$100,000 under $200,000",30,0,0,0,60,0,0,0,0,0
98590,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98591,,2150,930,960,210,4260,690,90,440,470,110
98591,"$1 under $25,000",580,420,90,60,770,170,0,90,60,30
98591,"$25,000 under $50,000",490,260,140,80,830,140,30,130,110,0
98591,"$50,000 under $75,000",360,140,170,40,730,110,20,70,100,30
98591,"$75,000 under $100,000",260,60,180,30,670,90,0,60,70,0
98591,"$100,000 under $200,000",390,50,330,0,1080,150,40,90,130,50
98591,"$200,000 or more",70,0,50,0,180,30,0,0,0,0
,,,,,,,,,,,
98592,,1200,540,570,70,2030,640,0,200,490,60
98592,"$1 under $25,000",280,210,50,0,340,130,0,40,60,20
98592,"$25,000 under $50,000",240,140,70,40,350,100,0,50,90,0
98592,"$50,000 under $75,000",200,90,90,30,360,120,0,30,100,0
98592,"$75,000 under $100,000",150,40,100,0,300,90,0,30,80,0
98592,"$100,000 under $200,000",260,60,200,0,540,160,0,50,130,40
98592,"$200,000 or more",70,0,60,0,140,40,0,0,30,0
,,,,,,,,,,,
98593,,500,220,230,50,1020,160,0,100,100,0
98593,"$1 under $25,000",150,110,30,0,230,60,0,0,0,0
98593,"$25,000 under $50,000",140,60,50,50,260,40,0,50,50,0
98593,"$50,000 under $75,000",110,50,60,0,260,20,0,50,20,0
98593,"$75,000 under $100,000",50,0,40,0,130,40,0,0,30,0
98593,"$100,000 under $200,000",50,0,50,0,140,0,0,0,0,0
98593,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98595,,1480,790,510,170,2550,540,0,430,330,70
98595,"$1 under $25,000",560,400,80,70,760,180,0,150,40,0
98595,"$25,000 under $50,000",420,230,110,70,720,120,0,150,100,0
98595,"$50,000 under $75,000",190,90,90,30,360,90,0,50,70,40
98595,"$75,000 under $100,000",130,40,90,0,290,60,0,40,50,0
98595,"$100,000 under $200,000",140,30,110,0,330,70,0,40,70,30
98595,"$200,000 or more",40,0,30,0,90,20,0,0,0,0
,,,,,,,,,,,
98596,,3060,1300,1340,380,6150,920,110,640,630,110
98596,"$1 under $25,000",840,580,150,110,1180,240,40,130,70,0
98596,"$25,000 under $50,000",830,430,210,160,1520,220,0,180,190,40
98596,"$50,000 under $75,000",530,180,270,70,1180,190,30,110,150,0
98596,"$75,000 under $100,000",360,60,270,40,980,110,0,100,90,20
98596,"$100,000 under $200,000",430,50,380,0,1120,140,40,120,130,20
98596,"$200,000 or more",70,0,60,0,170,20,0,0,0,30
,,,,,,,,,,,
98597,,11970,5190,5130,1390,24610,2430,100,2990,1560,310
98597,"$1 under $25,000",2900,2120,390,320,3870,650,30,520,170,30
98597,"$25,000 under $50,000",3180,1720,790,570,5810,540,0,830,410,40
98597,"$50,000 under $75,000",2290,840,1100,300,5230,450,30,570,390,50
98597,"$75,000 under $100,000",1450,290,1020,120,3850,290,0,460,240,40
98597,"$100,000 under $200,000",1860,190,1590,80,5120,400,40,560,300,90
98597,"$200,000 or more",290,30,240,0,730,100,0,50,50,60
,,,,,,,,,,,
98601,,1620,720,780,110,3410,460,70,350,290,110
98601,"$1 under $25,000",380,280,70,30,460,120,0,70,30,20
98601,"$25,000 under $50,000",380,260,80,40,570,90,0,100,70,0
98601,"$50,000 under $75,000",250,100,120,40,520,80,40,50,60,20
98601,"$75,000 under $100,000",200,40,150,0,580,60,0,60,50,0
98601,"$100,000 under $200,000",330,40,290,0,1030,110,30,70,80,40
98601,"$200,000 or more",80,0,70,0,250,0,0,0,0,30
,,,,,,,,,,,
98602,,100,40,50,0,190,40,0,20,30,0
98602,"$1 under $25,000",30,20,0,0,40,0,0,20,0,0
98602,"$25,000 under $50,000",20,20,30,0,40,40,0,0,30,0
98602,"$50,000 under $75,000",20,0,0,0,50,0,0,0,0,0
98602,"$75,000 under $100,000",30,0,20,0,60,0,0,0,0,0
98602,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
98602,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98603,,420,170,200,50,860,150,0,110,100,20
98603,"$1 under $25,000",120,80,40,0,160,60,0,40,30,20
98603,"$25,000 under $50,000",60,30,0,50,100,0,0,0,0,0
98603,"$50,000 under $75,000",80,40,30,0,160,50,0,40,40,0
98603,"$75,000 under $100,000",60,20,40,0,160,0,0,0,0,0
98603,"$100,000 under $200,000",80,0,90,0,240,40,0,30,30,0
98603,"$200,000 or more",20,0,0,0,40,0,0,0,0,0
,,,,,,,,,,,
98604,,18210,7980,8640,1350,37120,4840,180,3840,3110,1300
98604,"$1 under $25,000",4220,3330,570,270,4770,1040,20,710,330,100
98604,"$25,000 under $50,000",3970,2470,920,500,6500,910,30,970,700,120
98604,"$50,000 under $75,000",2850,1180,1330,290,6120,750,0,720,580,140
98604,"$75,000 under $100,000",2290,560,1550,150,5810,650,30,520,500,130
98604,"$100,000 under $200,000",3750,360,3250,140,10610,1120,60,790,790,400
98604,"$200,000 or more",1130,80,1020,0,3310,370,40,130,210,410
,,,,,,,,,,,
98605,,750,400,240,90,1360,180,0,180,100,40
98605,"$1 under $25,000",210,160,20,20,280,40,0,50,0,20
98605,"$25,000 under $50,000",240,130,50,70,450,50,0,60,40,0
98605,"$50,000 under $75,000",120,80,50,0,230,60,0,40,40,0
98605,"$75,000 under $100,000",70,0,50,0,150,0,0,30,0,0
98605,"$100,000 under $200,000",90,30,70,0,210,30,0,0,20,20
98605,"$200,000 or more",20,0,0,0,40,0,0,0,0,0
,,,,,,,,,,,
98606,,4960,1990,2600,280,10500,1580,110,890,1030,560
98606,"$1 under $25,000",1120,880,160,70,1220,310,0,150,110,30
98606,"$25,000 under $50,000",870,540,220,90,1440,240,40,230,190,50
98606,"$50,000 under $75,000",610,250,310,40,1260,230,0,130,180,40
98606,"$75,000 under $100,000",540,150,350,30,1330,210,20,100,160,50
98606,"$100,000 under $200,000",1180,120,1000,50,3360,410,50,220,280,160
98606,"$200,000 or more",640,50,560,0,1890,180,0,60,110,230
,,,,,,,,,,,
98607,,16550,6710,8240,1330,35120,4040,70,3090,2560,1630
98607,"$1 under $25,000",3560,2960,350,210,3480,730,0,620,250,90
98607,"$25,000 under $50,000",2640,1630,550,400,4170,670,0,650,500,110
98607,"$50,000 under $75,000",1850,880,670,250,3540,550,30,400,420,110
98607,"$75,000 under $100,000",1650,470,950,180,3820,480,0,310,370,120
98607,"$100,000 under $200,000",3970,550,3160,210,11210,1020,40,740,710,410
98607,"$200,000 or more",2880,220,2560,80,8900,590,0,370,310,790
,,,,,,,,,,,
98610,,1470,680,550,190,2720,390,0,420,210,60
98610,"$1 under $25,000",420,300,60,50,560,110,0,110,30,0
98610,"$25,000 under $50,000",380,220,60,80,620,90,0,130,60,30
98610,"$50,000 under $75,000",240,100,110,30,480,70,0,70,50,0
98610,"$75,000 under $100,000",170,30,110,30,400,50,0,50,30,0
98610,"$100,000 under $200,000",210,30,180,0,560,70,0,60,40,30
98610,"$200,000 or more",50,0,30,0,100,0,0,0,0,0
,,,,,,,,,,,
98611,,4960,2060,2340,520,9830,1600,90,1070,1090,200
98611,"$1 under $25,000",1260,900,220,130,1700,430,20,190,150,30
98611,"$25,000 under $50,000",1130,590,320,210,1980,360,0,280,300,0
98611,"$50,000 under $75,000",840,330,390,100,1700,290,0,190,240,30
98611,"$75,000 under $100,000",620,140,430,50,1480,200,20,150,170,30
98611,"$100,000 under $200,000",950,100,830,30,2550,260,50,240,190,60
98611,"$200,000 or more",160,0,150,0,420,60,0,20,40,50
,,,,,,,,,,,
98612,,1520,660,700,130,2800,680,40,210,490,100
98612,"$1 under $25,000",460,310,100,40,620,190,0,60,70,20
98612,"$25,000 under $50,000",290,150,90,50,510,110,0,50,100,0
98612,"$50,000 under $75,000",250,100,120,20,500,110,40,40,100,30
98612,"$75,000 under $100,000",190,50,130,20,420,100,0,20,90,0
98612,"$100,000 under $200,000",260,50,210,0,600,130,0,40,100,30
98612,"$200,000 or more",70,0,50,0,150,40,0,0,30,20
,,,,,,,,,,,
98613,,210,80,110,0,410,60,40,40,50,0
98613,"$1 under $25,000",60,50,30,0,80,0,0,0,0,0
98613,"$25,000 under $50,000",40,0,0,0,70,40,0,0,0,0
98613,"$50,000 under $75,000",50,30,30,0,110,0,40,40,50,0
98613,"$75,000 under $100,000",30,0,20,0,60,20,0,0,0,0
98613,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0
98613,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98616,,150,70,70,0,270,60,0,30,50,0
98616,"$1 under $25,000",40,30,0,0,60,30,0,0,0,0
98616,"$25,000 under $50,000",40,40,0,0,60,0,0,30,0,0
98616,"$50,000 under $75,000",40,0,40,0,90,30,0,0,50,0
98616,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98616,"$100,000 under $200,000",30,0,30,0,60,0,0,0,0,0
98616,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98619,,220,90,100,0,410,80,20,40,40,0
98619,"$1 under $25,000",60,40,30,0,100,40,0,0,0,0
98619,"$25,000 under $50,000",50,20,0,0,80,0,20,40,0,0
98619,"$50,000 under $75,000",50,30,20,0,80,20,0,0,40,0
98619,"$75,000 under $100,000",30,0,20,0,60,20,0,0,0,0
98619,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0
98619,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98620,,3410,1520,1500,340,6470,1360,160,590,870,150
98620,"$1 under $25,000",1140,750,250,130,1610,420,30,160,120,20
98620,"$25,000 under $50,000",800,400,240,130,1450,280,20,170,230,20
98620,"$50,000 under $75,000",540,210,270,50,1130,230,20,100,180,40
98620,"$75,000 under $100,000",380,80,280,30,890,180,40,70,150,0
98620,"$100,000 under $200,000",470,80,400,0,1190,210,50,90,160,40
98620,"$200,000 or more",80,0,60,0,200,40,0,0,30,30
,,,,,,,,,,,
98624,,640,300,270,60,1200,240,0,170,160,40
98624,"$1 under $25,000",190,140,30,20,260,70,0,50,0,0
98624,"$25,000 under $50,000",170,90,50,20,290,60,0,50,60,0
98624,"$50,000 under $75,000",110,40,50,20,230,40,0,30,40,0
98624,"$75,000 under $100,000",70,30,50,0,160,20,0,40,20,0
98624,"$100,000 under $200,000",70,0,60,0,180,50,0,0,40,40
98624,"$200,000 or more",30,0,30,0,80,0,0,0,0,0
,,,,,,,,,,,
98625,,3730,1550,1760,340,7250,1240,30,850,830,200
98625,"$1 under $25,000",830,600,140,80,1050,290,0,170,90,30
98625,"$25,000 under $50,000",770,440,190,120,1230,240,0,200,200,0
98625,"$50,000 under $75,000",580,260,230,70,1090,220,0,130,170,40
98625,"$75,000 under $100,000",490,130,310,40,1150,160,0,120,130,0
98625,"$100,000 under $200,000",840,100,700,30,2190,250,30,200,190,60
98625,"$200,000 or more",220,20,190,0,540,80,0,30,50,70
,,,,,,,,,,,
98626,,11870,5600,4280,1820,22810,2880,60,2680,1890,390
98626,"$1 under $25,000",3590,2490,470,580,5150,860,0,650,290,40
98626,"$25,000 under $50,000",3360,1870,670,730,5920,680,30,890,560,50
98626,"$50,000 under $75,000",1830,750,750,300,3780,480,0,400,380,40
98626,"$75,000 under $100,000",1260,300,820,130,3050,320,0,320,270,40
98626,"$100,000 under $200,000",1530,160,1300,80,4110,440,30,380,320,120
98626,"$200,000 or more",300,30,270,0,800,100,0,40,70,100
,,,,,,,,,,,
98628,,200,90,80,30,390,60,0,40,40,0
98628,"$1 under $25,000",80,50,0,0,120,40,0,0,0,0
98628,"$25,000 under $50,000",50,40,50,30,100,0,0,40,40,0
98628,"$50,000 under $75,000",30,0,0,0,60,20,0,0,0,0
98628,"$75,000 under $100,000",20,0,30,0,60,0,0,0,0,0
98628,"$100,000 under $200,000",20,0,0,0,50,0,0,0,0,0
98628,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98629,,4590,1860,2350,330,9690,1300,150,1040,860,340
98629,"$1 under $25,000",1020,790,150,70,1180,260,0,180,90,0
98629,"$25,000 under $50,000",860,530,190,120,1400,240,40,240,180,40
98629,"$50,000 under $75,000",620,280,280,60,1230,200,0,160,150,30
98629,"$75,000 under $100,000",590,120,410,40,1560,170,30,160,130,40
98629,"$100,000 under $200,000",1170,110,1020,40,3340,330,60,260,250,110
98629,"$200,000 or more",330,30,300,0,980,100,20,40,60,120
,,,,,,,,,,,
98631,,1980,1020,740,170,3270,870,30,380,550,110
98631,"$1 under $25,000",640,460,110,50,830,270,0,120,70,20
98631,"$25,000 under $50,000",560,330,130,80,870,190,0,150,140,0
98631,"$50,000 under $75,000",300,130,140,40,540,130,0,50,120,30
98631,"$75,000 under $100,000",160,50,100,0,310,90,30,20,70,0
98631,"$100,000 under $200,000",240,50,190,0,540,140,0,40,110,30
98631,"$200,000 or more",80,0,70,0,180,50,0,0,40,30
,,,,,,,,,,,
98632,,23170,11210,8380,3210,43130,6880,90,4730,4690,770
98632,"$1 under $25,000",6850,4880,880,990,9370,1950,0,1100,680,80
98632,"$25,000 under $50,000",6500,3630,1370,1360,11340,1460,0,1580,1200,90
98632,"$50,000 under $75,000",3740,1570,1550,530,7540,1200,50,800,1020,90
98632,"$75,000 under $100,000",2420,660,1540,210,5590,860,0,520,720,80
98632,"$100,000 under $200,000",3020,400,2480,120,7660,1120,40,650,870,210
98632,"$200,000 or more",640,70,560,0,1630,290,0,80,200,220
,,,,,,,,,,,
98635,,850,360,410,70,1630,350,30,170,220,60
98635,"$1 under $25,000",240,160,50,30,340,90,0,40,20,0
98635,"$25,000 under $50,000",190,100,60,40,330,70,30,50,60,30
98635,"$50,000 under $75,000",120,70,60,0,250,40,0,50,30,0
98635,"$75,000 under $100,000",100,0,80,0,220,50,0,0,40,0
98635,"$100,000 under $200,000",150,30,120,0,380,70,0,30,70,30
98635,"$200,000 or more",50,0,40,0,110,30,0,0,0,0
,,,,,,,,,,,
98638,,730,320,330,70,1390,270,40,160,200,40
98638,"$1 under $25,000",200,140,30,30,260,80,0,40,30,0
98638,"$25,000 under $50,000",180,100,50,40,310,50,0,40,50,0
98638,"$50,000 under $75,000",130,50,70,0,270,60,40,50,50,0
98638,"$75,000 under $100,000",90,30,70,0,210,30,0,0,30,40
98638,"$100,000 under $200,000",130,0,110,0,340,50,0,30,40,0
98638,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98640,,2570,1200,1140,190,4320,1440,0,470,950,80
98640,"$1 under $25,000",920,600,230,70,1270,490,0,170,140,20
98640,"$25,000 under $50,000",670,370,210,90,1100,320,0,150,280,0
98640,"$50,000 under $75,000",330,110,200,30,650,200,0,60,180,20
98640,"$75,000 under $100,000",250,60,180,0,500,160,0,40,150,0
98640,"$100,000 under $200,000",310,60,250,0,630,210,0,50,160,20
98640,"$200,000 or more",90,0,70,0,170,60,0,0,40,20
,,,,,,,,,,,
98642,,12090,4900,6140,870,24970,3580,190,2380,2440,1020
98642,"$1 under $25,000",2330,1850,310,150,2610,610,30,370,210,60
98642,"$25,000 under $50,000",2210,1380,500,280,3500,590,0,540,480,60
98642,"$50,000 under $75,000",1660,750,670,190,3280,500,30,360,410,80
98642,"$75,000 under $100,000",1440,420,880,100,3310,490,20,330,380,90
98642,"$100,000 under $200,000",3120,380,2610,110,8450,980,60,650,710,280
98642,"$200,000 or more",1330,120,1170,40,3820,410,50,130,250,450
,,,,,,,,,,,
98643,,190,80,90,0,360,90,0,30,60,0
98643,"$1 under $25,000",70,60,40,0,100,30,0,30,0,0
98643,"$25,000 under $50,000",40,0,0,0,60,30,0,0,40,0
98643,"$50,000 under $75,000",30,20,30,0,50,0,0,0,0,0
98643,"$75,000 under $100,000",20,0,0,0,70,30,0,0,20,0
98643,"$100,000 under $200,000",30,0,20,0,80,0,0,0,0,0
98643,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98645,,720,280,350,70,1420,230,0,170,170,0
98645,"$1 under $25,000",160,110,30,20,220,50,0,30,20,0
98645,"$25,000 under $50,000",160,90,40,20,260,40,0,40,40,0
98645,"$50,000 under $75,000",120,40,60,30,260,40,0,30,30,0
98645,"$75,000 under $100,000",100,40,60,0,230,30,0,20,30,0
98645,"$100,000 under $200,000",180,0,160,0,450,70,0,50,50,0
98645,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98647,,190,100,80,0,370,60,0,40,40,0
98647,"$1 under $25,000",70,50,30,0,110,30,0,0,0,0
98647,"$25,000 under $50,000",50,50,0,0,80,0,0,40,0,0
98647,"$50,000 under $75,000",50,0,50,0,130,30,0,0,40,0
98647,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98647,"$100,000 under $200,000",20,0,0,0,50,0,0,0,0,0
98647,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98648,,1550,740,650,130,2770,540,0,390,340,100
98648,"$1 under $25,000",430,340,40,40,510,130,0,110,30,0
98648,"$25,000 under $50,000",340,200,80,50,530,120,0,110,90,40
98648,"$50,000 under $75,000",210,80,110,20,430,70,0,60,60,0
98648,"$75,000 under $100,000",170,50,110,20,370,60,0,40,60,0
98648,"$100,000 under $200,000",320,70,250,0,750,130,0,70,100,30
98648,"$200,000 or more",80,0,60,0,180,30,0,0,0,30
,,,,,,,,,,,
98649,,580,230,290,60,1180,210,0,130,120,30
98649,"$1 under $25,000",170,110,30,30,220,60,0,20,20,0
98649,"$25,000 under $50,000",110,60,40,0,190,50,0,20,40,0
98649,"$50,000 under $75,000",80,30,40,30,170,30,0,30,40,0
98649,"$75,000 under $100,000",90,30,60,0,210,30,0,30,0,0
98649,"$100,000 under $200,000",110,0,120,0,320,40,0,30,20,30
98649,"$200,000 or more",20,0,0,0,70,0,0,0,0,0
,,,,,,,,,,,
98650,,580,250,290,30,1230,200,30,120,130,50
98650,"$1 under $25,000",170,110,40,30,280,40,0,30,0,0
98650,"$25,000 under $50,000",120,70,40,0,220,40,30,30,40,0
98650,"$50,000 under $75,000",80,50,40,0,190,30,0,30,20,0
98650,"$75,000 under $100,000",70,0,50,0,150,30,0,0,30,30
98650,"$100,000 under $200,000",100,20,90,0,290,40,0,30,40,0
98650,"$200,000 or more",40,0,30,0,100,20,0,0,0,20
,,,,,,,,,,,
98651,,430,210,220,30,780,170,0,90,110,60
98651,"$1 under $25,000",90,80,30,0,110,30,0,20,0,0
98651,"$25,000 under $50,000",80,50,0,30,120,30,0,40,40,0
98651,"$50,000 under $75,000",60,50,30,0,120,20,0,0,0,0
98651,"$75,000 under $100,000",60,0,40,0,120,30,0,30,20,30
98651,"$100,000 under $200,000",80,30,70,0,180,40,0,0,50,0
98651,"$200,000 or more",60,0,50,0,130,20,0,0,0,30
,,,,,,,,,,,
98660,,6340,3910,1630,660,10090,1350,0,1420,730,370
98660,"$1 under $25,000",1600,1270,120,180,2020,360,0,390,90,30
98660,"$25,000 under $50,000",1700,1170,210,280,2540,270,0,510,180,30
98660,"$50,000 under $75,000",1040,660,260,90,1640,220,0,210,150,40
98660,"$75,000 under $100,000",630,350,220,50,1070,140,0,120,100,30
98660,"$100,000 under $200,000",970,350,560,60,1970,230,0,160,140,100
98660,"$200,000 or more",400,110,260,0,850,130,0,30,70,140
,,,,,,,,,,,
98661,,22750,12800,6250,3310,40080,4530,20,5100,2650,830
98661,"$1 under $25,000",6820,5020,630,1060,9510,1190,0,1350,340,90
98661,"$25,000 under $50,000",7290,4470,1180,1460,12360,1080,20,1940,740,100
98661,"$50,000 under $75,000",3730,1890,1290,490,7260,780,0,810,540,110
98661,"$75,000 under $100,000",2010,710,1080,190,4380,470,0,490,330,80
98661,"$100,000 under $200,000",2260,560,1600,110,5170,710,0,460,500,210
98661,"$200,000 or more",640,150,470,0,1400,300,0,50,200,240
,,,,,,,,,,,
98662,,17720,8940,6430,2040,33540,4140,30,4090,2550,770
98662,"$1 under $25,000",4600,3470,550,490,6050,1050,0,900,330,100
98662,"$25,000 under $50,000",4960,3010,990,860,8490,940,0,1290,650,110
98662,"$50,000 under $75,000",3150,1440,1210,430,6350,820,0,750,610,100
98662,"$75,000 under $100,000",2000,570,1240,160,4820,520,30,500,390,90
98662,"$100,000 under $200,000",2530,390,2040,100,6560,650,0,580,470,210
98662,"$200,000 or more",480,60,400,0,1270,160,0,70,100,160
,,,,,,,,,,,
98663,,7340,4120,2300,770,12600,1670,0,1640,980,300
98663,"$1 under $25,000",1890,1470,170,200,2360,390,0,380,110,30
98663,"$25,000 under $50,000",2030,1320,350,320,3240,350,0,550,230,40
98663,"$50,000 under $75,000",1320,720,420,140,2350,330,0,290,230,60
98663,"$75,000 under $100,000",830,310,440,70,1730,210,0,190,150,40
98663,"$100,000 under $200,000",1040,250,740,40,2390,310,0,200,220,90
98663,"$200,000 or more",230,50,180,0,530,80,0,30,40,40
,,,,,,,,,,,
98664,,11600,6270,3880,1250,20230,3130,0,2420,1930,610
98664,"$1 under $25,000",3040,2320,330,340,3940,760,0,580,250,60
98664,"$25,000 under $50,000",3230,2100,550,520,5130,680,0,790,490,50
98664,"$50,000 under $75,000",1940,970,720,220,3680,500,0,410,350,80
98664,"$75,000 under $100,000",1240,430,680,100,2630,360,0,260,280,60
98664,"$100,000 under $200,000",1610,360,1170,70,3590,580,0,320,410,150
98664,"$200,000 or more",540,90,430,0,1260,250,0,60,150,210
,,,,,,,,,,,
98665,,14550,7540,4960,1760,26210,3480,0,3180,2120,650
98665,"$1 under $25,000",3820,2880,420,450,4970,870,0,720,270,70
