"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
98351,"$50,000 under $75,000",90,40,40,40,180,30,0,20,40,0
98351,"$75,000 under $100,000",60,0,40,0,140,30,0,30,0,0
98351,"$100,000 under $200,000",90,20,70,0,220,60,0,0,40,0
98351,"$200,000 or more",30,0,20,0,50,0,0,0,0,0
,,,,,,,,,,,
98354,,4670,2480,1640,470,8270,1320,0,1160,800,230
98354,"$1 under $25,000",1020,820,100,80,1190,330,0,180,120,40
98354,"$25,000 under $50,000",1090,730,160,170,1650,240,0,330,190,0
98354,"$50,000 under $75,000",900,500,250,130,1540,250,0,230,180,30
98354,"$75,000 under $100,000",590,230,310,50,1260,170,0,150,120,30
98354,"$100,000 under $200,000",860,170,650,40,2100,260,0,240,160,70
98354,"$200,000 or more",210,30,170,0,530,70,0,30,30,60
,,,,,,,,,,,
98355,,260,120,110,0,430,110,0,60,70,0
98355,"$1 under $25,000",70,50,0,0,90,20,0,0,0,0
98355,"$25,000 under $50,000",70,40,50,0,90,50,0,40,40,0
98355,"$50,000 under $75,000",40,30,0,0,70,0,0,0,0,0
98355,"$75,000 under $100,000",40,0,20,0,70,40,0,20,30,0
98355,"$100,000 under $200,000",40,0,40,0,110,0,0,0,0,0
98355,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98356,,1090,510,440,130,2060,390,0,210,240,40
98356,"$1 under $25,000",350,230,70,40,500,140,0,60,40,20
98356,"$25,000 under $50,000",280,160,70,50,490,90,0,70,70,0
98356,"$50,000 under $75,000",180,70,70,40,370,60,0,30,40,0
98356,"$75,000 under $100,000",120,50,80,0,270,40,0,20,40,0
98356,"$100,000 under $200,000",140,0,150,0,370,60,0,30,50,20
98356,"$200,000 or more",20,0,0,0,60,0,0,0,0,0
,,,,,,,,,,,
98358,,480,220,240,0,810,290,0,80,200,40
98358,"$1 under $25,000",130,100,30,0,170,80,0,30,20,0
98358,"$25,000 under $50,000",80,50,30,0,120,40,0,30,40,0
98358,"$50,000 under $75,000",70,50,30,0,120,30,0,0,30,0
98358,"$75,000 under $100,000",50,0,30,0,110,40,0,20,30,0
98358,"$100,000 under $200,000",100,20,80,0,200,70,0,0,60,40
98358,"$200,000 or more",50,0,40,0,90,30,0,0,20,0
,,,,,,,,,,,
98359,,2710,1210,1270,200,5120,970,0,570,580,160
98359,"$1 under $25,000",620,480,80,60,740,200,0,120,60,0
98359,"$25,000 under $50,000",580,360,150,60,920,190,0,140,140,40
98359,"$50,000 under $75,000",400,180,170,40,750,170,0,80,120,30
98359,"$75,000 under $100,000",310,90,190,40,670,120,0,70,90,0
98359,"$100,000 under $200,000",620,80,520,0,1570,220,0,130,150,50
98359,"$200,000 or more",180,20,160,0,470,70,0,30,20,40
,,,,,,,,,,,
98360,,7180,3120,3190,770,14700,1630,40,2020,1090,260
98360,"$1 under $25,000",1390,1120,170,90,1530,340,0,250,120,0
98360,"$25,000 under $50,000",1520,950,290,250,2470,330,0,460,270,50
98360,"$50,000 under $75,000",1250,590,420,210,2450,290,0,340,220,40
98360,"$75,000 under $100,000",960,240,580,120,2330,240,40,300,190,20
98360,"$100,000 under $200,000",1760,190,1470,100,5070,360,0,600,250,90
98360,"$200,000 or more",300,30,260,0,850,70,0,70,40,60
,,,,,,,,,,,
98361,,530,260,230,40,860,250,0,150,170,0
98361,"$1 under $25,000",170,130,30,0,230,70,0,50,0,0
98361,"$25,000 under $50,000",130,60,50,40,220,60,0,40,70,0
98361,"$50,000 under $75,000",100,50,50,0,160,50,0,30,60,0
98361,"$75,000 under $100,000",40,0,30,0,70,20,0,30,0,0
98361,"$100,000 under $200,000",90,20,70,0,180,50,0,0,40,0
98361,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98362,,12040,6090,4730,1050,20950,4670,60,2590,3000,700
98362,"$1 under $25,000",3410,2570,480,300,4300,1200,20,640,350,70
98362,"$25,000 under $50,000",3230,2010,700,450,5020,970,0,880,740,90
98362,"$50,000 under $75,000",1950,860,870,200,3680,820,20,440,640,90
98362,"$75,000 under $100,000",1280,330,870,60,2780,600,0,270,470,80
98362,"$100,000 under $200,000",1730,250,1440,40,4120,830,20,320,640,210
98362,"$200,000 or more",440,70,370,0,1050,250,0,40,160,160
,,,,,,,,,,,
98363,,6070,2930,2420,640,11150,2110,30,1410,1390,270
98363,"$1 under $25,000",1680,1200,290,170,2280,570,0,320,170,0
98363,"$25,000 under $50,000",1680,970,390,280,2840,450,0,490,370,60
98363,"$50,000 under $75,000",1040,430,470,130,2110,360,30,250,290,30
98363,"$75,000 under $100,000",670,180,440,60,1500,280,0,160,230,40
98363,"$100,000 under $200,000",850,130,700,0,2050,380,0,190,290,80
98363,"$200,000 or more",150,20,130,0,370,70,0,0,40,60
,,,,,,,,,,,
98365,,2840,1160,1540,110,4840,1820,0,430,1360,230
98365,"$1 under $25,000",570,380,160,30,730,310,0,90,100,0
98365,"$25,000 under $50,000",480,270,160,50,720,270,0,100,240,50
98365,"$50,000 under $75,000",420,220,170,0,680,290,0,60,240,0
98365,"$75,000 under $100,000",380,130,240,30,700,270,0,60,220,30
98365,"$100,000 under $200,000",720,130,570,0,1440,500,0,100,420,70
98365,"$200,000 or more",270,30,240,0,570,180,0,20,140,80
,,,,,,,,,,,
98366,,17160,8440,6600,1790,31690,4550,30,3290,2850,570
98366,"$1 under $25,000",4040,3140,400,420,5000,960,0,710,270,60
98366,"$25,000 under $50,000",4200,2630,780,670,6710,960,0,1000,700,60
98366,"$50,000 under $75,000",3210,1500,1240,390,6160,920,30,560,650,80
98366,"$75,000 under $100,000",2130,650,1280,170,4800,650,0,400,490,80
98366,"$100,000 under $200,000",3060,450,2470,140,7760,860,0,550,630,160
98366,"$200,000 or more",520,70,430,0,1260,200,0,70,110,130
,,,,,,,,,,,
98367,,13880,5960,6610,1060,27150,4090,40,2630,2750,570
98367,"$1 under $25,000",2880,2260,340,220,3340,730,0,520,230,30
98367,"$25,000 under $50,000",2720,1700,600,360,4280,710,0,620,550,60
98367,"$50,000 under $75,000",2260,1030,940,230,4270,740,0,410,550,70
98367,"$75,000 under $100,000",1920,530,1220,140,4470,640,0,330,500,90
98367,"$100,000 under $200,000",3400,380,2890,110,8940,1050,40,650,780,200
98367,"$200,000 or more",700,60,620,0,1850,220,0,100,140,120
,,,,,,,,,,,
98368,,8960,4760,3610,480,14520,4860,40,1770,3090,810
98368,"$1 under $25,000",2640,2050,410,160,3250,1250,0,570,300,110
98368,"$25,000 under $50,000",1990,1280,480,190,2990,860,0,550,660,120
98368,"$50,000 under $75,000",1380,690,600,70,2330,790,40,290,610,100
98368,"$75,000 under $100,000",940,330,570,30,1790,610,0,140,490,100
98368,"$100,000 under $200,000",1450,290,1120,30,2990,990,0,160,800,190
98368,"$200,000 or more",560,120,430,0,1170,360,0,60,230,190
,,,,,,,,,,,
98370,,15910,7330,7340,990,29810,5450,70,2880,3520,1080
98370,"$1 under $25,000",3490,2840,380,210,3780,990,0,630,300,60
98370,"$25,000 under $50,000",3080,2030,670,300,4720,870,0,800,660,120
98370,"$50,000 under $75,000",2420,1200,940,220,4440,920,40,420,710,100
98370,"$75,000 under $100,000",1890,610,1140,120,4030,810,0,330,630,120
98370,"$100,000 under $200,000",3770,530,3100,120,9550,1360,30,570,940,330
98370,"$200,000 or more",1260,120,1110,20,3290,500,0,130,280,350
,,,,,,,,,,,
98371,,12680,6310,4990,1160,23360,3440,20,2990,2170,650
98371,"$1 under $25,000",2790,2250,320,190,3130,780,20,510,250,40
98371,"$25,000 under $50,000",2890,1950,430,440,4260,680,0,780,520,40
98371,"$50,000 under $75,000",2060,1150,610,250,3590,590,0,500,430,70
98371,"$75,000 under $100,000",1420,490,770,130,3070,440,0,350,340,70
98371,"$100,000 under $200,000",2690,400,2110,150,7000,710,0,710,490,210
98371,"$200,000 or more",830,70,750,0,2310,240,0,140,140,220
,,,,,,,,,,,
98372,,12900,6690,4630,1370,23310,3030,20,3120,1820,660
98372,"$1 under $25,000",2870,2300,270,260,3300,710,0,550,220,40
98372,"$25,000 under $50,000",3230,2190,470,490,4790,600,20,920,430,60
98372,"$50,000 under $75,000",2230,1240,610,320,3900,500,0,550,360,60
98372,"$75,000 under $100,000",1370,510,680,160,2860,340,0,350,240,70
98372,"$100,000 under $200,000",2390,390,1880,110,6130,670,0,610,440,200
98372,"$200,000 or more",810,60,720,30,2330,210,0,140,130,230
,,,,,,,,,,,
98373,,14320,7130,5020,1870,26710,2870,0,3720,1790,510
98373,"$1 under $25,000",3180,2500,280,340,3790,620,0,680,210,40
98373,"$25,000 under $50,000",3730,2360,540,730,5880,570,0,1110,400,50
98373,"$50,000 under $75,000",2510,1300,710,420,4640,520,0,620,380,50
98373,"$75,000 under $100,000",1660,530,890,210,3760,390,0,430,290,70
98373,"$100,000 under $200,000",2640,380,2080,170,6990,620,0,760,420,150
98373,"$200,000 or more",600,60,520,0,1650,150,0,120,90,150
,,,,,,,,,,,
98374,,21620,9710,8990,2550,43120,4930,0,5280,3170,780
98374,"$1 under $25,000",4710,3720,480,450,5500,1060,0,860,330,50
98374,"$25,000 under $50,000",4790,2940,820,900,7790,910,0,1360,740,70
98374,"$50,000 under $75,000",3520,1600,1230,590,6950,850,0,880,650,90
98374,"$75,000 under $100,000",2620,770,1470,330,6170,680,0,660,520,80
98374,"$100,000 under $200,000",4840,580,3980,250,13460,1120,0,1330,780,250
98374,"$200,000 or more",1140,100,1010,30,3250,310,0,190,150,240
,,,,,,,,,,,
98375,,14920,6760,5920,1980,30500,2480,0,3930,1550,400
98375,"$1 under $25,000",3270,2580,300,340,3920,520,0,630,160,40
98375,"$25,000 under $50,000",3470,2160,550,690,5860,490,0,1030,350,50
98375,"$50,000 under $75,000",2620,1130,910,500,5530,440,0,660,330,60
98375,"$75,000 under $100,000",2000,500,1210,250,5090,350,0,580,270,60
98375,"$100,000 under $200,000",3100,340,2560,200,8850,580,0,940,380,120
98375,"$200,000 or more",460,50,390,0,1250,100,0,90,60,70
,,,,,,,,,,,
98376,,1050,510,470,50,1830,460,20,220,290,70
98376,"$1 under $25,000",330,250,50,20,420,120,20,70,30,0
98376,"$25,000 under $50,000",230,140,70,30,370,90,0,60,70,30
98376,"$50,000 under $75,000",180,70,100,0,370,90,0,60,60,0
98376,"$75,000 under $100,000",90,20,70,0,190,40,0,0,40,0
98376,"$100,000 under $200,000",170,30,140,0,380,90,0,30,70,40
98376,"$200,000 or more",50,0,40,0,100,30,0,0,20,0
,,,,,,,,,,,
98377,,790,380,320,70,1390,300,20,200,190,30
98377,"$1 under $25,000",260,170,60,20,380,90,20,80,30,0
98377,"$25,000 under $50,000",200,110,60,50,330,80,0,50,70,0
98377,"$50,000 under $75,000",150,70,70,0,300,60,0,30,40,30
98377,"$75,000 under $100,000",80,30,50,0,160,30,0,40,20,0
98377,"$100,000 under $200,000",100,0,80,0,220,40,0,0,30,0
98377,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98380,,2700,1080,1410,170,5290,960,0,410,620,150
98380,"$1 under $25,000",510,400,70,40,580,150,0,90,40,0
98380,"$25,000 under $50,000",460,300,100,40,690,140,0,100,110,0
98380,"$50,000 under $75,000",450,190,200,50,910,180,0,60,130,50
98380,"$75,000 under $100,000",360,90,250,40,810,140,0,50,110,0
98380,"$100,000 under $200,000",700,100,580,0,1740,250,0,110,170,40
98380,"$200,000 or more",220,0,210,0,560,100,0,0,60,60
,,,,,,,,,,,
98381,,150,70,60,0,250,70,0,30,40,0
98381,"$1 under $25,000",40,50,0,0,50,30,0,0,0,0
98381,"$25,000 under $50,000",30,0,0,0,50,0,0,30,0,0
98381,"$50,000 under $75,000",50,20,40,0,90,40,0,0,40,0
98381,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0
98381,"$100,000 under $200,000",30,0,20,0,60,0,0,0,0,0
98381,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98382,,16010,7470,7280,1020,27370,8930,130,2620,6230,1090
98382,"$1 under $25,000",4430,3160,880,330,5790,2190,20,660,680,120
98382,"$25,000 under $50,000",3760,2180,1120,390,5920,1740,20,840,1440,120
98382,"$50,000 under $75,000",2430,1020,1190,160,4390,1470,40,420,1240,140
98382,"$75,000 under $100,000",1850,540,1200,80,3710,1210,0,290,1010,130
98382,"$100,000 under $200,000",2720,440,2220,60,5790,1810,50,340,1490,340
98382,"$200,000 or more",820,130,670,0,1770,510,0,70,370,240
,,,,,,,,,,,
98383,,11440,5480,4930,810,21020,3440,0,1800,2260,480
98383,"$1 under $25,000",2330,1900,210,160,2550,550,0,410,170,30
98383,"$25,000 under $50,000",2620,1760,500,270,3870,640,0,500,480,40
98383,"$50,000 under $75,000",1940,960,760,180,3500,620,0,290,470,50
98383,"$75,000 under $100,000",1410,480,810,110,2990,550,0,180,400,50
98383,"$100,000 under $200,000",2480,310,2070,90,6360,840,0,350,600,160
98383,"$200,000 or more",660,70,580,0,1750,240,0,70,140,150
,,,,,,,,,,,
98387,,24410,11230,8960,3710,48600,4670,40,6150,2900,480
98387,"$1 under $25,000",5880,4460,580,750,7720,1140,0,1030,340,50
98387,"$25,000 under $50,000",6700,3720,1210,1560,12120,1030,0,1800,770,60
98387,"$50,000 under $75,000",4580,1880,1710,860,9740,910,0,1200,660,80
98387,"$75,000 under $100,000",3070,730,1920,360,7590,650,0,940,500,80
98387,"$100,000 under $200,000",3820,400,3230,180,10510,810,40,1110,540,140
98387,"$200,000 or more",360,40,310,0,920,130,0,70,90,70
,,,,,,,,,,,
98388,,3480,1700,1400,310,6270,1180,0,680,790,180
98388,"$1 under $25,000",760,590,80,70,880,180,0,120,60,20
98388,"$25,000 under $50,000",780,540,120,100,1160,180,0,210,130,0
98388,"$50,000 under $75,000",560,300,160,80,980,180,0,110,130,30
98388,"$75,000 under $100,000",350,130,190,30,700,150,0,70,120,0
98388,"$100,000 under $200,000",710,110,570,30,1730,330,0,130,240,60
98388,"$200,000 or more",320,30,280,0,820,160,0,40,110,70
,,,,,,,,,,,
98390,,6470,3390,2240,760,11560,1660,0,1590,1060,320
98390,"$1 under $25,000",1390,1110,130,130,1610,360,0,270,130,20
98390,"$25,000 under $50,000",1660,1080,240,310,2580,370,0,490,270,40
98390,"$50,000 under $75,000",1170,640,350,170,2100,280,0,290,200,30
98390,"$75,000 under $100,000",710,260,350,80,1460,220,0,190,170,30
98390,"$100,000 under $200,000",1190,250,880,70,2870,330,0,290,230,100
98390,"$200,000 or more",350,50,290,0,940,100,0,60,60,100
,,,,,,,,,,,
98391,,27050,11680,12310,2620,54980,6150,30,6990,3970,1420
98391,"$1 under $25,000",5180,4250,460,410,5550,1020,0,1000,340,60
98391,"$25,000 under $50,000",4810,3150,780,780,7490,980,0,1440,750,110
98391,"$50,000 under $75,000",3920,2000,1200,620,7210,980,30,1080,770,110
98391,"$75,000 under $100,000",3350,1100,1790,370,7510,870,0,970,630,140
98391,"$100,000 under $200,000",7210,1000,5770,370,19670,1710,0,2040,1150,440
98391,"$200,000 or more",2580,180,2310,70,7550,590,0,460,330,560
,,,,,,,,,,,
98392,,1610,840,580,180,2880,550,0,380,320,60
98392,"$1 under $25,000",410,310,50,40,520,140,0,90,40,0
98392,"$25,000 under $50,000",420,270,70,70,680,120,0,120,70,30
98392,"$50,000 under $75,000",270,140,100,40,520,90,0,60,60,0
98392,"$75,000 under $100,000",200,70,110,30,410,80,0,40,60,0
98392,"$100,000 under $200,000",240,50,190,0,590,90,0,70,90,30
98392,"$200,000 or more",70,0,60,0,160,30,0,0,0,0
,,,,,,,,,,,
98394,,990,440,470,60,1900,410,0,220,240,70
98394,"$1 under $25,000",240,180,40,30,290,100,0,40,20,0
98394,"$25,000 under $50,000",190,120,50,0,310,70,0,60,60,0
98394,"$50,000 under $75,000",140,60,70,30,280,60,0,40,40,0
98394,"$75,000 under $100,000",120,40,70,0,260,50,0,30,40,0
98394,"$100,000 under $200,000",220,40,180,0,580,100,0,50,60,40
98394,"$200,000 or more",80,0,60,0,180,30,0,0,20,30
,,,,,,,,,,,
98402,,3340,2550,540,210,4300,530,0,710,300,130
98402,"$1 under $25,000",860,740,30,70,970,130,0,200,30,20
98402,"$25,000 under $50,000",920,780,50,70,1100,90,0,270,60,0
98402,"$50,000 under $75,000",640,520,80,40,790,80,0,110,50,20
98402,"$75,000 under $100,000",340,250,70,30,440,70,0,50,50,0
98402,"$100,000 under $200,000",420,200,210,0,710,120,0,80,80,30
98402,"$200,000 or more",160,60,100,0,290,40,0,0,30,60
,,,,,,,,,,,
98403,,4330,2800,1180,270,6660,930,0,990,560,340
98403,"$1 under $25,000",870,750,50,50,910,160,0,230,50,0
98403,"$25,000 under $50,000",1080,890,70,90,1320,160,0,360,110,40
98403,"$50,000 under $75,000",780,580,130,60,1050,150,0,160,100,30
98403,"$75,000 under $100,000",440,260,140,30,710,100,0,70,70,20
98403,"$100,000 under $200,000",700,250,410,40,1460,210,0,110,150,90
98403,"$200,000 or more",460,70,380,0,1210,150,0,60,80,160
,,,,,,,,,,,
98404,,16860,9220,4170,3150,30750,2530,0,4640,1290,280
98404,"$1 under $25,000",4850,3570,390,800,6760,750,0,1010,180,50
98404,"$25,000 under $50,000",5690,3410,800,1370,9770,710,0,1660,400,50
98404,"$50,000 under $75,000",3020,1430,890,630,6110,470,0,900,310,50
98404,"$75,000 under $100,000",1680,530,910,210,3980,300,0,540,200,40
98404,"$100,000 under $200,000",1480,250,1080,140,3790,260,0,500,180,70
98404,"$200,000 or more",140,30,100,0,340,40,0,30,20,20
,,,,,,,,,,,
98405,,11670,7300,2670,1490,18850,1910,0,3130,1010,290
98405,"$1 under $25,000",3340,2650,200,440,4250,610,0,830,150,40
98405,"$25,000 under $50,000",3500,2460,370,600,5230,490,0,1140,320,50
98405,"$50,000 under $75,000",2050,1290,460,250,3280,350,0,490,240,50
98405,"$75,000 under $100,000",1190,540,510,120,2300,200,0,280,140,30
98405,"$100,000 under $200,000",1400,330,980,80,3330,220,0,370,140,80
98405,"$200,000 or more",190,30,150,0,460,40,0,20,20,40
,,,,,,,,,,,
98406,,11250,6110,3960,920,19200,3330,0,2480,2110,590
98406,"$1 under $25,000",2460,2000,230,190,2700,670,0,530,220,40
98406,"$25,000 under $50,000",2450,1750,310,320,3390,610,0,720,450,50
98406,"$50,000 under $75,000",1760,1120,410,170,2690,600,0,340,460,50
98406,"$75,000 under $100,000",1270,580,550,100,2360,460,0,270,340,60
98406,"$100,000 under $200,000",2440,560,1720,110,5750,760,0,500,520,180
98406,"$200,000 or more",870,100,740,30,2310,230,0,120,120,210
,,,,,,,,,,,
98407,,11390,5940,4370,860,19720,3630,0,2260,2360,830
98407,"$1 under $25,000",2220,1850,180,150,2390,650,0,430,200,60
98407,"$25,000 under $50,000",2040,1470,280,240,2830,540,0,570,400,50
98407,"$50,000 under $75,000",1860,1130,470,210,2890,640,0,360,490,70
98407,"$75,000 under $100,000",1400,690,570,110,2500,500,0,260,390,70
98407,"$100,000 under $200,000",2610,640,1820,110,5900,890,0,500,640,250
98407,"$200,000 or more",1260,160,1050,40,3210,410,0,140,240,330
,,,,,,,,,,,
98408,,10180,5740,2770,1500,17580,2070,0,2780,1130,180
98408,"$1 under $25,000",2740,2100,240,340,3540,600,0,640,160,30
98408,"$25,000 under $50,000",2990,1870,430,630,4850,510,0,930,340,30
98408,"$50,000 under $75,000",2100,1160,560,340,3800,400,0,550,250,40
98408,"$75,000 under $100,000",1150,400,610,130,2470,260,0,340,180,30
98408,"$100,000 under $200,000",1120,210,860,60,2720,270,0,320,180,50
98408,"$200,000 or more",80,0,70,0,200,30,0,0,20,0
,,,,,,,,,,,
98409,,13120,7570,2950,2280,22520,1860,0,3570,960,230
98409,"$1 under $25,000",3760,2800,270,610,5080,550,0,870,140,30
98409,"$25,000 under $50,000",4660,2880,590,1040,7650,540,0,1380,330,40
98409,"$50,000 under $75,000",2480,1270,710,430,4650,350,0,680,220,50
98409,"$75,000 under $100,000",1140,380,600,140,2530,200,0,350,130,40
98409,"$100,000 under $200,000",980,210,710,60,2380,190,0,270,120,40
98409,"$200,000 or more",100,30,70,0,230,30,0,20,20,30
,,,,,,,,,,,
98418,,5050,2910,1310,720,8550,900,0,1460,500,90
98418,"$1 under $25,000",1300,990,110,170,1730,250,0,330,60,30
98418,"$25,000 under $50,000",1560,1010,200,300,2450,240,0,550,140,0
98418,"$50,000 under $75,000",1010,550,270,160,1810,170,0,260,110,20
98418,"$75,000 under $100,000",550,220,280,50,1120,110,0,150,90,0
98418,"$100,000 under $200,000",570,120,410,40,1310,130,0,170,100,40
98418,"$200,000 or more",60,20,40,0,130,0,0,0,0,0
,,,,,,,,,,,
98421,,190,140,20,20,270,30,0,40,0,0
98421,"$1 under $25,000",80,70,0,20,110,0,0,0,0,0
98421,"$25,000 under $50,000",60,40,20,0,80,30,0,40,0,0
98421,"$50,000 under $75,000",20,30,0,0,30,0,0,0,0,0
98421,"$75,000 under $100,000",30,0,0,0,50,0,0,0,0,0
98421,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
98421,"$200,000 or more",0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
98422,,10690,5030,4510,970,20020,2900,0,2460,1790,680
98422,"$1 under $25,000",2130,1740,220,150,2270,470,0,410,140,40
98422,"$25,000 under $50,000",2180,1430,340,360,3340,440,0,610,330,60
98422,"$50,000 under $75,000",1550,820,480,200,2770,410,0,370,300,60
98422,"$75,000 under $100,000",1210,450,610,120,2510,370,0,310,280,60
98422,"$100,000 under $200,000",2550,490,1910,140,6230,860,0,600,550,200
98422,"$200,000 or more",1070,100,950,0,2900,350,0,160,190,260
,,,,,,,,,,,
98424,,5760,3000,1710,940,10910,750,0,1460,410,150
98424,"$1 under $25,000",1380,1060,90,190,1770,170,0,260,40,20
98424,"$25,000 under $50,000",1710,1030,230,410,2930,170,0,480,100,0
98424,"$50,000 under $75,000",1020,510,290,200,1960,140,0,270,90,20
98424,"$75,000 under $100,000",620,200,330,80,1510,90,0,160,60,20
98424,"$100,000 under $200,000",870,170,640,60,2320,140,0,260,90,40
98424,"$200,000 or more",160,30,130,0,420,40,0,30,30,50
,,,,,,,,,,,
98433,,5920,2430,2930,300,13940,40,0,300,30,0
98433,"$1 under $25,000",1390,1010,220,70,1910,0,0,60,0,0
98433,"$25,000 under $50,000",3100,1340,1420,180,7120,40,0,100,0,0
98433,"$50,000 under $75,000",860,50,760,50,2850,0,0,90,30,0
98433,"$75,000 under $100,000",310,30,290,0,1120,0,0,50,0,0
98433,"$100,000 under $200,000",240,0,220,0,860,0,0,0,0,0
98433,"$200,000 or more",20,0,20,0,80,0,0,0,0,0
,,,,,,,,,,,
98438,,470,410,60,0,570,30,0,0,20,0
98438,"$1 under $25,000",310,300,0,0,310,0,0,0,0,0
98438,"$25,000 under $50,000",110,110,40,0,140,0,0,0,20,0
98438,"$50,000 under $75,000",20,0,0,0,60,30,0,0,0,0
98438,"$75,000 under $100,000",30,0,20,0,60,0,0,0,0,0
98438,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0
